id,cast,crew
1100,"[{""cast_id"": 0, ""name"": ""Matt Damon"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Anne Hathaway"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Angelina Jolie"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Ryan Gosling"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 37""}]"
1101,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Anne Hathaway"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 36""}]"
1102,"[{""cast_id"": 0, ""name"": ""Gal Gadot"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Brad Pitt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Ryan Gosling"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Emily Blunt"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Christian Bale"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Emma Stone"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""James Cameron""}, {""job"": ""Producer"", ""name"": ""Producer 26""}]"
1103,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emily Blunt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 44""}]"
1104,"[{""cast_id"": 0, ""name"": ""Brad Pitt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 14""}]"
1105,"[{""cast_id"": 0, ""name"": ""Anne Hathaway"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Robert Downey Jr"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Gal Gadot"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 48""}]"
1106,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Natalie Portman"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Anne Hathaway"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Margot Robbie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 42""}]"
1107,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Margot Robbie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Will Smith"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Matt Damon"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Emily Blunt"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}, {""job"": ""Producer"", ""name"": ""Producer 13""}]"
1108,"[{""cast_id"": 0, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Brad Pitt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Robert Downey Jr"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 11""}]"
1109,"[{""cast_id"": 0, ""name"": ""Robert Downey Jr"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Tom Hardy"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Ryan Gosling"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Christian Bale"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Brad Pitt"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 1""}]"
1110,"[{""cast_id"": 0, ""name"": ""Matt Damon"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Brad Pitt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Margot Robbie"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Scarlett Johansson"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 39""}]"
1111,"[{""cast_id"": 0, ""name"": ""Margot Robbie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Jordan Peele""}, {""job"": ""Producer"", ""name"": ""Producer 40""}]"
1112,"[{""cast_id"": 0, ""name"": ""Angelina Jolie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Chris Evans"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Robert Downey Jr"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 49""}]"
1113,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Amy Adams"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Christian Bale"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 34""}]"
1114,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Christian Bale"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Robert Downey Jr"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Matt Damon"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Scarlett Johansson"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Chris Evans"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Emma Stone"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 18""}]"
1115,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Ryan Gosling"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Tom Hardy"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Christian Bale"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Brad Pitt"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 13""}]"
1116,"[{""cast_id"": 0, ""name"": ""Robert Downey Jr"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emily Blunt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emma Stone"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 23""}]"
1117,"[{""cast_id"": 0, ""name"": ""Ryan Gosling"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Gal Gadot"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Tom Hardy"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Emma Stone"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Angelina Jolie"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 28""}]"
1118,"[{""cast_id"": 0, ""name"": ""Amy Adams"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Matt Damon"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 10""}]"
1119,"[{""cast_id"": 0, ""name"": ""Christian Bale"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Robert Downey Jr"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 18""}]"
1120,"[{""cast_id"": 0, ""name"": ""Christian Bale"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Brad Pitt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 35""}]"
1121,"[{""cast_id"": 0, ""name"": ""Will Smith"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Natalie Portman"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Gal Gadot"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 49""}]"
1122,"[{""cast_id"": 0, ""name"": ""Amy Adams"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Margot Robbie"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Emily Blunt"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Robert Downey Jr"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Jordan Peele""}, {""job"": ""Producer"", ""name"": ""Producer 21""}]"
1123,"[{""cast_id"": 0, ""name"": ""Gal Gadot"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Chris Evans"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 4""}]"
1124,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 39""}]"
1125,"[{""cast_id"": 0, ""name"": ""Matt Damon"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Amy Adams"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Tom Hardy"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 36""}]"
1126,"[{""cast_id"": 0, ""name"": ""Ryan Gosling"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emma Stone"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Will Smith"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 18""}]"
1127,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emma Stone"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Amy Adams"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 48""}]"
1128,"[{""cast_id"": 0, ""name"": ""Brad Pitt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Gal Gadot"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Matt Damon"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 17""}]"
1129,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emma Stone"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Ryan Gosling"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Tom Hardy"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Gal Gadot"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Anne Hathaway"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Angelina Jolie"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 18""}]"
1130,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Gal Gadot"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emma Stone"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Will Smith"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 45""}]"
1131,"[{""cast_id"": 0, ""name"": ""Margot Robbie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Scarlett Johansson"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Robert Downey Jr"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Anne Hathaway"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 7""}]"
1132,"[{""cast_id"": 0, ""name"": ""Christian Bale"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Brad Pitt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Will Smith"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Matt Damon"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 31""}]"
1133,"[{""cast_id"": 0, ""name"": ""Christian Bale"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Ryan Gosling"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Amy Adams"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Brad Pitt"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 17""}]"
1134,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Scarlett Johansson"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Amy Adams"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Margot Robbie"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}, {""job"": ""Producer"", ""name"": ""Producer 3""}]"
1135,"[{""cast_id"": 0, ""name"": ""Brad Pitt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Robert Downey Jr"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Natalie Portman"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Emily Blunt"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Ryan Gosling"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""James Cameron""}, {""job"": ""Producer"", ""name"": ""Producer 13""}]"
1136,"[{""cast_id"": 0, ""name"": ""Angelina Jolie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Tom Hardy"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emma Stone"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Brad Pitt"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 40""}]"
1137,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Matt Damon"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 5""}]"
1138,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emma Stone"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Ryan Gosling"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Matt Damon"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""James Cameron""}, {""job"": ""Producer"", ""name"": ""Producer 7""}]"
1139,"[{""cast_id"": 0, ""name"": ""Christian Bale"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Natalie Portman"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Tom Hardy"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Scarlett Johansson"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Jordan Peele""}, {""job"": ""Producer"", ""name"": ""Producer 39""}]"
1140,"[{""cast_id"": 0, ""name"": ""Ryan Gosling"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 39""}]"
1141,"[{""cast_id"": 0, ""name"": ""Robert Downey Jr"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Christian Bale"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""James Cameron""}, {""job"": ""Producer"", ""name"": ""Producer 5""}]"
1142,"[{""cast_id"": 0, ""name"": ""Margot Robbie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Angelina Jolie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Scarlett Johansson"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Tom Hardy"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Ryan Gosling"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Robert Downey Jr"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}, {""job"": ""Producer"", ""name"": ""Producer 39""}]"
1143,"[{""cast_id"": 0, ""name"": ""Angelina Jolie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Natalie Portman"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Will Smith"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Anne Hathaway"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Robert Downey Jr"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Margot Robbie"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 35""}]"
1144,"[{""cast_id"": 0, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Christian Bale"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Amy Adams"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Anne Hathaway"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 36""}]"
1145,"[{""cast_id"": 0, ""name"": ""Margot Robbie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emily Blunt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Robert Downey Jr"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Emma Stone"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Scarlett Johansson"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 16""}]"
1146,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Margot Robbie"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Christian Bale"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Emily Blunt"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Tom Hardy"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 21""}]"
1147,"[{""cast_id"": 0, ""name"": ""Ryan Gosling"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emma Stone"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Chris Evans"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Christian Bale"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Tom Hardy"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 28""}]"
1148,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Amy Adams"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Ryan Gosling"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Emily Blunt"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Scarlett Johansson"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 9""}]"
