launch_id,mission_name,launch_date,year,rocket_id,site_id,customer_id,payload_type,payload_mass_kg,target_orbit,outcome,landing_outcome,recovery_attempted,turnaround_days,revenue_usd,analyst_email
SX-0350,AsiaSat-45,2024-07-08,2024,SS-T,BC,C003,Satellite - Government,5387,GTO,Success,Failure,True,197.0,9735811,ops-team@spacex.com
SX-0351,Transporter-28,2024-07-13,2024,F9-B5,SLC40,C012,Satellite - Commercial,3334,MEO,Success,Success,True,134.0,79818503,ops-team@spacex.com
SX-0352,Transporter-88,2024-07-18,2024,F9-B5,LC39A,C002,Starlink Batch,17961,LEO,Success,Success,True,25.0,74594030,ops-team@spacex.com
SX-0353,Transporter-40,2024-07-21,2024,F9-B5,SLC4E,C008,Satellite - Commercial,4067,MEO,Success,Success,True,385.0,89455786,ops-team@spacex.com
SX-0354,Intelsat-39,2024-07-24,2024,F9-B5,LC39A,C002,Starlink Batch,14893,LEO,Success,Success,True,367.0,75997232,ops-team@spacex.com
SX-0355,Dragon-77,,2024,FH-C,LC39A,C015,Satellite - Commercial,5065,MEO,Success,Failure,True,332.0,99638845,ops-team@spacex.com
SX-0356,Starlink-84,2024-08-02,2024,F9-B5,SLC40,C003,Satellite - Government,4163,SSO,Success,Success,True,385.0,89008462,ops-team@spacex.com
SX-0357,Transporter-77,2024-08-04,2024,F9-B5,SLC4E,C002,Starlink Batch,-800,LEO,Success,Success,True,227.0,80214989,ops-team@spacex.com
SX-0358,SES-50,2024-08-12,2024,F9-B5,SLC40,C012,Satellite - Commercial,4125,GEO,Success,Failure,True,398.0,61364867,ops-team@spacex.com
SX-0359,Arabsat-86,2024-08-20,2024,F9-B5,SLC4E,C002,Starlink Batch,15948,LEO,Success,Success,True,204.0,75595542,ops-team@spacex.com
SX-0360,Starlink-93,2024-08-22,2024,SS-T,BC,C008,Satellite - Commercial,3048,MEO,Success,Success,True,307.0,12433131,ops-team@spacex.com
SX-0361,USSF-40,2024-08-22,2024,F9-B5,LC39A,C008,Satellite - Commercial,3829,MEO,Success,Success,True,236.0,84060926,ops-team@spacex.com
SX-0362,Intelsat-07,2024-09-01,2024,F9-B5,LC39A,C002,Starlink Batch,14482,LEO,Success,Success,True,345.0,77894774,ops-team@spacex.com
SX-0363,Starlink-53,2024-09-06,2024,F9-B5,SLC4E,C003,Satellite - Government,4626,GTO,Success,Success,True,48.0,86556101,ops-team@spacex.com
SX-0364,Arabsat-59,2024-09-14,2024,F9-B5,SLC4E,C002,Starlink Batch,17657,LEO,Success,Failure,True,94.0,69838961,ops-team@spacex.com
SX-0365,Dragon-08,1995-03-15,2024,F9-B5,LC39A,C002,Starlink Batch,15283,LEO,Success,Failure,True,23.0,73929404,ops-team@spacex.com
SX-0366,Transporter-12,2024-09-17,2024,SS-T,BC,C002,Starlink Batch,17127,LEO,Success,Success,True,87.0,11765158,ops-team@spacex.com
SX-0367,AsiaSat-26,2024-09-24,2024,FH-C,LC39A,C002,Starlink Batch,14154,LEO,Failure,Success,True,395.0,103585876,ops-team@spacex.com
SX-0368,Iridium NEXT-32,2024-09-27,2024,SS-T,BC,C002,Starlink Batch,16566,LEO,Success,Success,True,136.0,12120861,ops-team@spacex.com
SX-0369,CRS-09,2024-09-28,2024,F9-B5,SLC4E,C002,Starlink Batch,15253,LEO,Success,Success,True,44.0,69290797,ops-team@spacex.com
SX-0370,Arabsat-63,2024-10-02,2024,SS-T,BC,C003,Satellite - Government,2596,SSO,Success,Success,True,204.0,12375520,ops-team@spacex.com
SX-0371,Crew-94,2024-10-04,2024,F9-B5,SLC40,C002,Starlink Batch,14537,LEO,Success,Success,True,32.0,78079238,ops-team@spacex.com
SX-0372,Arabsat-82,2024-10-05,2024,F9-B5,LC39A,C002,Starlink Batch,15536,LEO,Success,Success,True,151.0,83553177,ops-team@spacex.com
SX-0373,Iridium NEXT-15,2024-10-10,2024,F9-B5,SLC40,C015,Satellite - Commercial,2161,GTO,Success,Success,True,234.0,73696075,ops-team@spacex.com
SX-0374,SES-85,2024-10-11,2024,F9-B5,LC39A,C013,Satellite - Government,1576,SSO,Success,Success,True,72.0,80273861,ops-team@spacex.com
SX-0375,Iridium NEXT-80,2024-10-15,2024,SS-T,BC,C015,Satellite - Commercial,2859,MEO,Success,Success,True,81.0,10272180,ops-team@spacex.com
SX-0376,OneWeb-91,2024-10-16,2024,F9-B5,SLC4E,C003,Satellite - Government,5785,MEO,Success,Success,True,230.0,69204838,ops-team@spacex.com
SX-0377,Crew-01,2024-10-18,2024,F9-B5,LC39A,C013,Satellite - Government,5437,SSO,Success,Success,True,27.0,80549738,ops-team@spacex.com
SX-0378,Iridium NEXT-93,2024-10-23,2024,F9-B5,LC39A,C015,Satellite - Commercial,6191,GTO,Success,Success,True,72.0,87579098,ops-team@spacex.com
SX-0379,USSF-38,2024-10-23,2024,F9-B5,LC39A,C003,Satellite - Government,2931,MEO,Success,Success,True,205.0,84468122,ops-team@spacex.com
SX-0380,NROL-18,2024-10-25,2024,F9-B5,SLC40,C002,Starlink Batch,14187,LEO,Success,Success,True,360.0,79813038,ops-team@spacex.com
SX-0381,GPS-48,2024-10-26,2024,F9-B5,LC39A,C002,Starlink Batch,17002,LEO,Failure,Success,True,196.0,65813513,ops-team@spacex.com
SX-0382,Intelsat-54,2024-10-31,2024,FH-C,LC39A,C002,Starlink Batch,17484,LEO,Success,Success,True,353.0,125979307,N/A
SX-0383,USSF-21,2024-10-31,2024,F9-B5,SLC4E,C002,Starlink Batch,17860,LEO,Success,Success,True,74.0,72843235,ops-team@spacex.com
SX-0384,NROL-88,2024-11-09,2024,SS-T,BC,C015,Satellite - Commercial,4937,MEO,Success,Success,True,393.0,13380500,ops-team@spacex.com
SX-0385,Starlink-84,2024-11-13,2024,F9-B5,LC39A,C003,Satellite - Government,1876,MEO,Success,Success,True,181.0,60672660,ops-team@spacex.com
SX-0386,Dragon-94,2024-11-14,2024,F9-B5,LC39A,C008,Satellite - Commercial,2780,GEO,Success,Success,True,148.0,74830179,ops-team@spacex.com
SX-0387,Dragon-21,2024-11-26,2024,SS-T,BC,C002,Starlink Batch,14047,LEO,Success,Success,True,279.0,12819805,ops-team@spacex.com
SX-0388,Starlink-07,2024-11-30,2024,SS-T,BC,C002,Starlink Batch,15355,LEO,Success,Success,True,280.0,10002179,ops-team@spacex.com
SX-0389,Intelsat-12,2024-12-02,2024,FH-C,LC39A,C002,Starlink Batch,16347,LEO,Success,Success,True,276.0,106814523,ops-team@spacex.com
SX-0390,USSF-12,2024-12-04,2024,F9-B5,SLC40,C003,Satellite - Government,5998,MEO,Success,Success,True,330.0,89339613,ops-team@spacex.com
SX-0391,USSF-07,2024-12-05,2024,SS-T,BC,C013,Satellite - Government,4292,SSO,success,Success,True,135.0,12799428,ops-team@spacex.com
SX-0392,Intelsat-15,2024-12-07,2024,SS-T,BC,C013,Satellite - Government,4476,GTO,Success,Success,True,70.0,12416939,ops-team@spacex.com
SX-0393,Iridium NEXT-14,2024-12-08,2024,F9-B5,LC39A,C001,Science Probe,4391,ISS,Success,Success,True,44.0,87340845,ops-team@spacex.com
SX-0394,GPS-51,2024-12-09,2024,SS-T,BC,C002,Starlink Batch,14768,LEO,Success,Success,True,131.0,11056707,ops-team@spacex.com
SX-0395,Transporter-58,2024-12-11,2024,F9-B5,LC39A,C012,Satellite - Commercial,6823,GTO,Success,Success,True,255.0,80152469,ops-team@spacex.com
SX-0396,Intelsat-66,2024-12-22,2024,F9-B5,SLC40,C003,Satellite - Government,5045,GTO,Success,Success,True,111.0,81158304,ops-team@spacex.com
SX-0397,AsiaSat-50,2024-12-26,2024,F9-B5,SLC4E,C012,Satellite - Commercial,6965,GEO,Success,Success,True,235.0,89831947,ops-team@spacex.com
SX-0001,Transporter-80,2021-09-13,2021,F9-B5,LC39A,C002,Starlink Batch,16617,LEO,Success,Success,True,255.0,62193635,ops-team@spacex.com
SX-0002,OneWeb-99,2024-01-30,2024,F9-B5,LC39A,C002,Starlink Batch,16195,LEO,Success,Success,True,127.0,73925299,ops-team@spacex.com
