Date,Currency_Code,Currency_Name,Country,Rate_to_EUR
2024-11-14,NOK,Norwegian Krone,Norway,11.386
2024-11-14,DKK,Danish Krone,Denmark,7.2536
2024-11-14,PLN,Polish Zloty,Poland,4.1997
2024-11-14,CZK,Czech Koruna,Czech Republic,24.6893
2024-11-14,HUF,Hungarian Forint,Hungary,402.1594
2024-11-14,RON,Romanian Leu,Romania,4.9051
2024-11-14,HRK,Croatian Kuna,Croatia,7.7335
2024-11-14,CHF,Swiss Franc,Switzerland,0.9446
2024-11-14,GBP,British Pound,United Kingdom,0.8567
2024-11-14,USD,US Dollar,United States,1.0852
2024-11-15,EUR,Euro,Eurozone,1.001
2024-11-15,SEK,Swedish Krona,Sweden,11.4247
2024-11-15,NOK,Norwegian Krone,Norway,11.4289
2024-11-15,DKK,Danish Krone,Denmark,7.3942
2024-11-15,PLN,Polish Zloty,Poland,4.4221
2024-11-15,CZK,Czech Koruna,Czech Republic,25.8545
2024-11-15,HUF,Hungarian Forint,Hungary,402.7683
2024-11-15,RON,Romanian Leu,Romania,4.946
2024-11-15,HRK,Croatian Kuna,Croatia,7.6567
2024-11-15,CHF,Swiss Franc,Switzerland,0.9387
2024-11-15,GBP,British Pound,United Kingdom,0.8599
2024-11-15,USD,US Dollar,United States,1.0609
2024-11-18,EUR,Euro,Eurozone,1.0055
2024-11-18,SEK,Swedish Krona,Sweden,11.0381
2024-11-18,NOK,Norwegian Krone,Norway,11.463
2024-11-18,DKK,Danish Krone,Denmark,7.6189
2024-11-18,PLN,Polish Zloty,Poland,4.2441
2024-11-18,CZK,Czech Koruna,Czech Republic,24.5321
2024-11-18,HUF,Hungarian Forint,Hungary,383.3243
2024-11-18,RON,Romanian Leu,Romania,5.1014
2024-11-18,HRK,Croatian Kuna,Croatia,7.5331
2024-11-18,CHF,Swiss Franc,Switzerland,0.9349
2024-11-18,GBP,British Pound,United Kingdom,0.876
2024-11-18,USD,US Dollar,United States,1.1018
2024-11-19,EUR,Euro,Eurozone,0.9899
2024-11-19,SEK,Swedish Krona,Sweden,11.3807
2024-11-19,NOK,Norwegian Krone,Norway,11.7684
2024-11-19,DKK,Danish Krone,Denmark,7.5292
2024-11-19,PLN,Polish Zloty,Poland,4.2297
2024-11-19,CZK,Czech Koruna,Czech Republic,25.7479
2024-11-19,HUF,Hungarian Forint,Hungary,394.423
2024-11-19,RON,Romanian Leu,Romania,4.9051
2024-11-19,HRK,Croatian Kuna,Croatia,7.4962
2024-11-19,CHF,Swiss Franc,Switzerland,0.9139
2024-11-19,GBP,British Pound,United Kingdom,0.8408
2024-11-19,USD,US Dollar,United States,1.0972
2024-11-20,EUR,Euro,Eurozone,0.97
2024-11-20,SEK,Swedish Krona,Sweden,11.1937
2024-11-20,NOK,Norwegian Krone,Norway,11.5956
2024-11-20,DKK,Danish Krone,Denmark,7.2607
2024-11-20,PLN,Polish Zloty,Poland,4.4426
2024-11-20,CZK,Czech Koruna,Czech Republic,24.7662
2024-11-20,HUF,Hungarian Forint,Hungary,388.8771
2024-11-20,RON,Romanian Leu,Romania,4.9115
2024-11-20,HRK,Croatian Kuna,Croatia,7.4082
2024-11-20,CHF,Swiss Franc,Switzerland,0.9119
2024-11-20,GBP,British Pound,United Kingdom,0.8718
2024-11-20,USD,US Dollar,United States,1.1103
2024-11-21,EUR,Euro,Eurozone,0.9835
2024-11-21,SEK,Swedish Krona,Sweden,11.3601
2024-11-21,NOK,Norwegian Krone,Norway,11.7481
2024-11-21,DKK,Danish Krone,Denmark,7.616
2024-11-21,PLN,Polish Zloty,Poland,4.2999
2024-11-21,CZK,Czech Koruna,Czech Republic,24.8823
2024-11-21,HUF,Hungarian Forint,Hungary,389.3752
2024-11-21,RON,Romanian Leu,Romania,5.0334
2024-11-21,HRK,Croatian Kuna,Croatia,7.6731
2024-11-21,CHF,Swiss Franc,Switzerland,0.922
2024-11-21,GBP,British Pound,United Kingdom,0.8533
2024-11-21,USD,US Dollar,United States,1.106
2024-11-22,EUR,Euro,Eurozone,1.0184
2024-11-22,SEK,Swedish Krona,Sweden,11.5773
2024-11-22,NOK,Norwegian Krone,Norway,11.7567
2024-11-22,DKK,Danish Krone,Denmark,7.4122
2024-11-22,PLN,Polish Zloty,Poland,4.3435
2024-11-22,CZK,Czech Koruna,Czech Republic,25.4233
2024-11-22,HUF,Hungarian Forint,Hungary,383.5473
2024-11-22,RON,Romanian Leu,Romania,4.9833
2024-11-22,HRK,Croatian Kuna,Croatia,7.6246
2024-11-22,CHF,Swiss Franc,Switzerland,0.9212
2024-11-22,GBP,British Pound,United Kingdom,0.8745
2024-11-22,USD,US Dollar,United States,1.0854
2024-11-25,EUR,Euro,Eurozone,1.0271
2024-11-25,SEK,Swedish Krona,Sweden,10.9411
2024-11-25,NOK,Norwegian Krone,Norway,11.4169
2024-11-25,DKK,Danish Krone,Denmark,7.5055
2024-11-25,PLN,Polish Zloty,Poland,4.2673
2024-11-25,CZK,Czech Koruna,Czech Republic,25.504
2024-11-25,HUF,Hungarian Forint,Hungary,399.6151
2024-11-25,RON,Romanian Leu,Romania,4.8515
2024-11-25,HRK,Croatian Kuna,Croatia,7.5363
2024-11-25,CHF,Swiss Franc,Switzerland,0.9405
2024-11-25,GBP,British Pound,United Kingdom,0.8533
2024-11-25,USD,US Dollar,United States,1.1081
2024-11-26,EUR,Euro,Eurozone,1.0197
2024-11-26,SEK,Swedish Krona,Sweden,11.3831
2024-11-26,NOK,Norwegian Krone,Norway,11.7289
2024-11-26,DKK,Danish Krone,Denmark,7.4429
2024-11-26,PLN,Polish Zloty,Poland,4.4291
2024-11-26,CZK,Czech Koruna,Czech Republic,25.474
2024-11-26,HUF,Hungarian Forint,Hungary,398.9062
2024-11-26,RON,Romanian Leu,Romania,5.0779
2024-11-26,HRK,Croatian Kuna,Croatia,7.4279
2024-11-26,CHF,Swiss Franc,Switzerland,0.9573
2024-11-26,GBP,British Pound,United Kingdom,0.8443
2024-11-26,USD,US Dollar,United States,1.07
2024-11-27,EUR,Euro,Eurozone,0.9901
2024-11-27,SEK,Swedish Krona,Sweden,11.573
2024-11-27,NOK,Norwegian Krone,Norway,11.8277
2024-11-27,DKK,Danish Krone,Denmark,7.55
2024-11-27,PLN,Polish Zloty,Poland,4.3789
2024-11-27,CZK,Czech Koruna,Czech Republic,25.2738
2024-11-27,HUF,Hungarian Forint,Hungary,404.0558
2024-11-27,RON,Romanian Leu,Romania,4.9689
2024-11-27,HRK,Croatian Kuna,Croatia,7.476
2024-11-27,CHF,Swiss Franc,Switzerland,0.921
2024-11-27,GBP,British Pound,United Kingdom,0.8748
2024-11-27,USD,US Dollar,United States,1.0952
2024-11-28,EUR,Euro,Eurozone,0.9931
2024-11-28,SEK,Swedish Krona,Sweden,10.9295
2024-11-28,NOK,Norwegian Krone,Norway,11.8155
2024-11-28,DKK,Danish Krone,Denmark,7.2413
2024-11-28,PLN,Polish Zloty,Poland,4.3728
2024-11-28,CZK,Czech Koruna,Czech Republic,25.8905
2024-11-28,HUF,Hungarian Forint,Hungary,392.0282
2024-11-28,RON,Romanian Leu,Romania,4.891
2024-11-28,HRK,Croatian Kuna,Croatia,7.6226
2024-11-28,CHF,Swiss Franc,Switzerland,0.9579
2024-11-28,GBP,British Pound,United Kingdom,0.8624
2024-11-28,USD,US Dollar,United States,1.1103
2024-11-29,EUR,Euro,Eurozone,0.9731
2024-11-29,SEK,Swedish Krona,Sweden,11.2532
2024-11-29,NOK,Norwegian Krone,Norway,11.7318
2024-11-29,DKK,Danish Krone,Denmark,7.6223
2024-11-29,PLN,Polish Zloty,Poland,4.2369
2024-11-29,CZK,Czech Koruna,Czech Republic,25.6332
2024-11-29,HUF,Hungarian Forint,Hungary,394.7444
2024-11-29,RON,Romanian Leu,Romania,4.9392
2024-11-29,HRK,Croatian Kuna,Croatia,7.3636
2024-11-29,CHF,Swiss Franc,Switzerland,0.9606
2024-11-29,GBP,British Pound,United Kingdom,0.8423
2024-11-29,USD,US Dollar,United States,1.0677
2024-12-02,EUR,Euro,Eurozone,0.9874
2024-12-02,SEK,Swedish Krona,Sweden,11.5007
2024-12-02,NOK,Norwegian Krone,Norway,11.7
2024-12-02,DKK,Danish Krone,Denmark,7.5928
2024-12-02,PLN,Polish Zloty,Poland,4.2553
2024-12-02,CZK,Czech Koruna,Czech Republic,25.3687
2024-12-02,HUF,Hungarian Forint,Hungary,395.1939
2024-12-02,RON,Romanian Leu,Romania,5.0693
2024-12-02,HRK,Croatian Kuna,Croatia,7.7135
2024-12-02,CHF,Swiss Franc,Switzerland,0.9125
2024-12-02,GBP,British Pound,United Kingdom,0.869
2024-12-02,USD,US Dollar,United States,1.051
2024-12-03,EUR,Euro,Eurozone,1.0029
2024-12-03,SEK,Swedish Krona,Sweden,11.1067
2024-12-03,NOK,Norwegian Krone,Norway,11.4457
2024-12-03,DKK,Danish Krone,Denmark,7.3942
2024-12-03,PLN,Polish Zloty,Poland,4.3514
2024-12-03,CZK,Czech Koruna,Czech Republic,24.9293
2024-12-03,HUF,Hungarian Forint,Hungary,398.994
2024-12-03,RON,Romanian Leu,Romania,4.9415
2024-12-03,HRK,Croatian Kuna,Croatia,7.335
2024-12-03,CHF,Swiss Franc,Switzerland,0.956
2024-12-03,GBP,British Pound,United Kingdom,0.8489
2024-12-03,USD,US Dollar,United States,1.0756
2024-12-04,EUR,Euro,Eurozone,1.0111
2024-12-04,SEK,Swedish Krona,Sweden,11.1369
2024-12-04,NOK,Norwegian Krone,Norway,11.2719
2024-12-04,DKK,Danish Krone,Denmark,7.4036
2024-12-04,PLN,Polish Zloty,Poland,4.4352
2024-12-04,CZK,Czech Koruna,Czech Republic,25.3941
2024-12-04,HUF,Hungarian Forint,Hungary,397.5486
2024-12-04,RON,Romanian Leu,Romania,5.0094
2024-12-04,HRK,Croatian Kuna,Croatia,7.394
2024-12-04,CHF,Swiss Franc,Switzerland,0.9354
2024-12-04,GBP,British Pound,United Kingdom,0.8729
2024-12-04,USD,US Dollar,United States,1.0542
2024-12-05,EUR,Euro,Eurozone,0.9867
2024-12-05,SEK,Swedish Krona,Sweden,11.099
2024-12-05,NOK,Norwegian Krone,Norway,11.5328
2024-12-05,DKK,Danish Krone,Denmark,7.675
2024-12-05,PLN,Polish Zloty,Poland,4.2079
2024-12-05,CZK,Czech Koruna,Czech Republic,25.2083
2024-12-05,HUF,Hungarian Forint,Hungary,385.9298
2024-12-05,RON,Romanian Leu,Romania,5.1104
2024-12-05,HRK,Croatian Kuna,Croatia,7.3553
2024-12-05,CHF,Swiss Franc,Switzerland,0.9346
2024-12-05,GBP,British Pound,United Kingdom,0.8723
2024-12-05,USD,US Dollar,United States,1.0933
2024-12-06,EUR,Euro,Eurozone,0.9954
2024-12-06,SEK,Swedish Krona,Sweden,11.1464
2024-12-06,NOK,Norwegian Krone,Norway,11.5089
2024-12-06,DKK,Danish Krone,Denmark,7.3545
2024-12-06,PLN,Polish Zloty,Poland,4.2436
2024-12-06,CZK,Czech Koruna,Czech Republic,25.1544
2024-12-06,HUF,Hungarian Forint,Hungary,388.0351
2024-12-06,RON,Romanian Leu,Romania,4.9066
2024-12-06,HRK,Croatian Kuna,Croatia,7.6008
2024-12-06,CHF,Swiss Franc,Switzerland,0.9664
2024-12-06,GBP,British Pound,United Kingdom,0.8653
2024-12-06,USD,US Dollar,United States,1.0526
2024-12-09,EUR,Euro,Eurozone,0.9745
2024-12-09,SEK,Swedish Krona,Sweden,11.5547
2024-12-09,NOK,Norwegian Krone,Norway,11.4392
2024-12-09,DKK,Danish Krone,Denmark,7.2774
2024-12-09,PLN,Polish Zloty,Poland,4.3457
2024-12-09,CZK,Czech Koruna,Czech Republic,25.3668
2024-12-09,HUF,Hungarian Forint,Hungary,397.0062
2024-12-09,RON,Romanian Leu,Romania,4.9006
2024-12-09,HRK,Croatian Kuna,Croatia,7.3109
2024-12-09,CHF,Swiss Franc,Switzerland,0.9662
2024-12-09,GBP,British Pound,United Kingdom,0.8471
2024-12-09,USD,US Dollar,United States,1.0914
2024-12-10,EUR,Euro,Eurozone,1.0124
2024-12-10,SEK,Swedish Krona,Sweden,11.3243
2024-12-10,NOK,Norwegian Krone,Norway,11.45
2024-12-10,DKK,Danish Krone,Denmark,7.3575
2024-12-10,PLN,Polish Zloty,Poland,4.3453
2024-12-10,CZK,Czech Koruna,Czech Republic,25.7331
2024-12-10,HUF,Hungarian Forint,Hungary,404.0474
2024-12-10,RON,Romanian Leu,Romania,4.8525
2024-12-10,HRK,Croatian Kuna,Croatia,7.3741
2024-12-10,CHF,Swiss Franc,Switzerland,0.9651
2024-12-10,GBP,British Pound,United Kingdom,0.8722
2024-12-10,USD,US Dollar,United States,1.1048
2024-12-11,EUR,Euro,Eurozone,0.9822
2024-12-11,SEK,Swedish Krona,Sweden,11.3091
2024-12-11,NOK,Norwegian Krone,Norway,11.7198
2024-12-11,DKK,Danish Krone,Denmark,7.5406
2024-12-11,PLN,Polish Zloty,Poland,4.2962
2024-12-11,CZK,Czech Koruna,Czech Republic,24.4479
2024-12-11,HUF,Hungarian Forint,Hungary,395.4579
2024-12-11,RON,Romanian Leu,Romania,4.8964
2024-12-11,HRK,Croatian Kuna,Croatia,7.5075
2024-12-11,CHF,Swiss Franc,Switzerland,0.9658
2024-12-11,GBP,British Pound,United Kingdom,0.8548
2024-12-11,USD,US Dollar,United States,1.102
2024-12-12,EUR,Euro,Eurozone,0.9813
2024-12-12,SEK,Swedish Krona,Sweden,11.3664
2024-12-12,NOK,Norwegian Krone,Norway,11.9114
2024-12-12,DKK,Danish Krone,Denmark,7.2818
2024-12-12,PLN,Polish Zloty,Poland,4.1926
2024-12-12,CZK,Czech Koruna,Czech Republic,25.0797
2024-12-12,HUF,Hungarian Forint,Hungary,383.8819
2024-12-12,RON,Romanian Leu,Romania,5.0441
2024-12-12,HRK,Croatian Kuna,Croatia,7.7173
2024-12-12,CHF,Swiss Franc,Switzerland,0.9363
2024-12-12,GBP,British Pound,United Kingdom,0.8475
2024-12-12,USD,US Dollar,United States,1.0757
2024-12-13,EUR,Euro,Eurozone,1.0134
2024-12-13,SEK,Swedish Krona,Sweden,10.9186
2024-12-13,NOK,Norwegian Krone,Norway,11.6422
2024-12-13,DKK,Danish Krone,Denmark,7.5107
2024-12-13,PLN,Polish Zloty,Poland,4.3557
2024-12-13,CZK,Czech Koruna,Czech Republic,24.7902
2024-12-13,HUF,Hungarian Forint,Hungary,398.5538
2024-12-13,RON,Romanian Leu,Romania,4.8482
2024-12-13,HRK,Croatian Kuna,Croatia,7.3941
2024-12-13,CHF,Swiss Franc,Switzerland,0.9613
2024-12-13,GBP,British Pound,United Kingdom,0.8723
2024-12-13,USD,US Dollar,United States,1.0485
2024-12-16,EUR,Euro,Eurozone,0.9849
2024-12-16,SEK,Swedish Krona,Sweden,11.0572
2024-12-16,NOK,Norwegian Krone,Norway,11.4208
2024-12-16,DKK,Danish Krone,Denmark,7.347
2024-12-16,PLN,Polish Zloty,Poland,4.2066
2024-12-16,CZK,Czech Koruna,Czech Republic,25.118
2024-12-16,HUF,Hungarian Forint,Hungary,398.9948
2024-12-16,RON,Romanian Leu,Romania,5.0018
2024-12-16,HRK,Croatian Kuna,Croatia,7.6081
2024-12-16,CHF,Swiss Franc,Switzerland,0.9164
2024-12-16,GBP,British Pound,United Kingdom,0.8833
2024-12-16,USD,US Dollar,United States,1.1019
2024-12-17,EUR,Euro,Eurozone,1.0183
2024-12-17,SEK,Swedish Krona,Sweden,11.468
2024-12-17,NOK,Norwegian Krone,Norway,11.8806
2024-12-17,DKK,Danish Krone,Denmark,7.4798
2024-12-17,PLN,Polish Zloty,Poland,4.2423
2024-12-17,CZK,Czech Koruna,Czech Republic,25.3564
2024-12-17,HUF,Hungarian Forint,Hungary,399.2344
2024-12-17,RON,Romanian Leu,Romania,5.0409
2024-12-17,HRK,Croatian Kuna,Croatia,7.5397
2024-12-17,CHF,Swiss Franc,Switzerland,0.9157
2024-12-17,GBP,British Pound,United Kingdom,0.8533
2024-12-17,USD,US Dollar,United States,1.1073
2024-12-18,EUR,Euro,Eurozone,1.0051
2024-12-18,SEK,Swedish Krona,Sweden,11.2759
2024-12-18,NOK,Norwegian Krone,Norway,11.4194
2024-12-18,DKK,Danish Krone,Denmark,7.4011
2024-12-18,PLN,Polish Zloty,Poland,4.4225
2024-12-18,CZK,Czech Koruna,Czech Republic,25.4315
2024-12-18,HUF,Hungarian Forint,Hungary,400.2852
2024-12-18,RON,Romanian Leu,Romania,4.9564
2024-12-18,HRK,Croatian Kuna,Croatia,7.5888
2024-12-18,CHF,Swiss Franc,Switzerland,0.9258
2024-12-18,GBP,British Pound,United Kingdom,0.8706
2024-12-18,USD,US Dollar,United States,1.0753
2024-12-19,EUR,Euro,Eurozone,0.9966
2024-12-19,SEK,Swedish Krona,Sweden,11.3508
2024-12-19,NOK,Norwegian Krone,Norway,11.8831
2024-12-19,DKK,Danish Krone,Denmark,7.2648
2024-12-19,PLN,Polish Zloty,Poland,4.4042
2024-12-19,CZK,Czech Koruna,Czech Republic,24.8663
2024-12-19,HUF,Hungarian Forint,Hungary,392.1759
2024-12-19,RON,Romanian Leu,Romania,4.8274
2024-12-19,HRK,Croatian Kuna,Croatia,7.4401
2024-12-19,CHF,Swiss Franc,Switzerland,0.9401
2024-12-19,GBP,British Pound,United Kingdom,0.8371
2024-12-19,USD,US Dollar,United States,1.0794
2024-12-20,EUR,Euro,Eurozone,1.0256
2024-12-20,SEK,Swedish Krona,Sweden,10.9836
2024-12-20,NOK,Norwegian Krone,Norway,11.7637
2024-12-20,DKK,Danish Krone,Denmark,7.4196
2024-12-20,PLN,Polish Zloty,Poland,4.3602
2024-12-20,CZK,Czech Koruna,Czech Republic,24.8178
2024-12-20,HUF,Hungarian Forint,Hungary,385.4606
2024-12-20,RON,Romanian Leu,Romania,4.8687
2024-12-20,HRK,Croatian Kuna,Croatia,7.3359
2024-12-20,CHF,Swiss Franc,Switzerland,0.9223
2024-12-20,GBP,British Pound,United Kingdom,0.8685
2024-12-20,USD,US Dollar,United States,1.1047
2024-12-23,EUR,Euro,Eurozone,1.0188
2024-12-23,SEK,Swedish Krona,Sweden,11.375
2024-12-23,NOK,Norwegian Krone,Norway,11.3093
2024-12-23,DKK,Danish Krone,Denmark,7.3656
2024-12-23,PLN,Polish Zloty,Poland,4.2707
2024-12-23,CZK,Czech Koruna,Czech Republic,24.8022
2024-12-23,HUF,Hungarian Forint,Hungary,393.8543
2024-12-23,RON,Romanian Leu,Romania,4.9806
2024-12-23,HRK,Croatian Kuna,Croatia,7.4653
2024-12-23,CHF,Swiss Franc,Switzerland,0.9318
2024-12-23,GBP,British Pound,United Kingdom,0.877
2024-12-23,USD,US Dollar,United States,1.0987
2024-12-24,EUR,Euro,Eurozone,0.9885
2024-12-24,SEK,Swedish Krona,Sweden,11.5293
2024-12-24,NOK,Norwegian Krone,Norway,11.8946
2024-12-24,DKK,Danish Krone,Denmark,7.3824
2024-12-24,PLN,Polish Zloty,Poland,4.2823
2024-12-24,CZK,Czech Koruna,Czech Republic,25.1885
2024-12-24,HUF,Hungarian Forint,Hungary,403.9149
2024-12-24,RON,Romanian Leu,Romania,5.0822
2024-12-24,HRK,Croatian Kuna,Croatia,7.3504
2024-12-24,CHF,Swiss Franc,Switzerland,0.934
2024-12-24,GBP,British Pound,United Kingdom,0.8628
2024-12-24,USD,US Dollar,United States,1.0802
2024-12-25,EUR,Euro,Eurozone,0.9816
2024-12-25,SEK,Swedish Krona,Sweden,11.4922
2024-12-25,NOK,Norwegian Krone,Norway,11.7029
2024-12-25,DKK,Danish Krone,Denmark,7.6112
2024-12-25,PLN,Polish Zloty,Poland,4.413
2024-12-25,CZK,Czech Koruna,Czech Republic,25.5552
2024-12-25,HUF,Hungarian Forint,Hungary,392.0648
2024-12-25,RON,Romanian Leu,Romania,5.003
2024-12-25,HRK,Croatian Kuna,Croatia,7.3766
2024-12-25,CHF,Swiss Franc,Switzerland,0.9498
2024-12-25,GBP,British Pound,United Kingdom,0.8434
2024-12-25,USD,US Dollar,United States,1.0926
2024-12-26,EUR,Euro,Eurozone,0.9838
2024-12-26,SEK,Swedish Krona,Sweden,10.9918
2024-12-26,NOK,Norwegian Krone,Norway,11.3474
2024-12-26,DKK,Danish Krone,Denmark,7.2371
2024-12-26,PLN,Polish Zloty,Poland,4.3767
2024-12-26,CZK,Czech Koruna,Czech Republic,25.5311
2024-12-26,HUF,Hungarian Forint,Hungary,393.8526
2024-12-26,RON,Romanian Leu,Romania,4.869
2024-12-26,HRK,Croatian Kuna,Croatia,7.3418
2024-12-26,CHF,Swiss Franc,Switzerland,0.9129
2024-12-26,GBP,British Pound,United Kingdom,0.8428
2024-12-26,USD,US Dollar,United States,1.1053
2024-12-27,EUR,Euro,Eurozone,0.9845
2024-12-27,SEK,Swedish Krona,Sweden,11.1516
2024-12-27,NOK,Norwegian Krone,Norway,11.3058
2024-12-27,DKK,Danish Krone,Denmark,7.3357
2024-12-27,PLN,Polish Zloty,Poland,4.325
2024-12-27,CZK,Czech Koruna,Czech Republic,25.3428
2024-12-27,HUF,Hungarian Forint,Hungary,387.4878
2024-12-27,RON,Romanian Leu,Romania,4.8381
2024-12-27,HRK,Croatian Kuna,Croatia,7.4808
2024-12-27,CHF,Swiss Franc,Switzerland,0.925
2024-12-27,GBP,British Pound,United Kingdom,0.8455
2024-12-27,USD,US Dollar,United States,1.1098
2024-12-30,EUR,Euro,Eurozone,1.007
2024-12-30,SEK,Swedish Krona,Sweden,11.2884
2024-12-30,NOK,Norwegian Krone,Norway,11.5215
2024-12-30,DKK,Danish Krone,Denmark,7.4282
2024-12-30,PLN,Polish Zloty,Poland,4.3306
2024-12-30,CZK,Czech Koruna,Czech Republic,25.4768
2024-12-30,HUF,Hungarian Forint,Hungary,398.2727
2024-12-30,RON,Romanian Leu,Romania,4.8721
2024-12-30,HRK,Croatian Kuna,Croatia,7.5301
2024-12-30,CHF,Swiss Franc,Switzerland,0.935
2024-12-30,GBP,British Pound,United Kingdom,0.8791
2024-12-30,USD,US Dollar,United States,1.0885
2024-12-31,EUR,Euro,Eurozone,1.002
2024-12-31,SEK,Swedish Krona,Sweden,10.9904
2024-12-31,NOK,Norwegian Krone,Norway,11.6534
2024-12-31,DKK,Danish Krone,Denmark,7.2887
2024-12-31,PLN,Polish Zloty,Poland,4.2778
2024-12-31,CZK,Czech Koruna,Czech Republic,24.6404
2024-12-31,HUF,Hungarian Forint,Hungary,398.0349
2024-12-31,RON,Romanian Leu,Romania,4.8824
2024-12-31,HRK,Croatian Kuna,Croatia,7.4811
2024-12-31,CHF,Swiss Franc,Switzerland,0.9623
2024-12-31,GBP,British Pound,United Kingdom,0.8447
2024-12-31,USD,US Dollar,United States,1.0805
2025-01-01,EUR,Euro,Eurozone,0.9952
2025-01-01,SEK,Swedish Krona,Sweden,10.9247
2025-01-01,NOK,Norwegian Krone,Norway,11.7834
2025-01-01,DKK,Danish Krone,Denmark,7.2671
2025-01-01,PLN,Polish Zloty,Poland,4.3133
2025-01-01,CZK,Czech Koruna,Czech Republic,25.2717
2025-01-01,HUF,Hungarian Forint,Hungary,396.5321
2025-01-01,RON,Romanian Leu,Romania,5.0262
2025-01-01,HRK,Croatian Kuna,Croatia,7.4185
2025-01-01,CHF,Swiss Franc,Switzerland,0.9124
2025-01-01,GBP,British Pound,United Kingdom,0.8715
2025-01-01,USD,US Dollar,United States,1.0823
2025-01-02,EUR,Euro,Eurozone,1.0202
2025-01-02,SEK,Swedish Krona,Sweden,11.4669
2025-01-02,NOK,Norwegian Krone,Norway,11.8185
2025-01-02,DKK,Danish Krone,Denmark,7.4533
2025-01-02,PLN,Polish Zloty,Poland,4.2769
2025-01-02,CZK,Czech Koruna,Czech Republic,25.6205
2025-01-02,HUF,Hungarian Forint,Hungary,392.3501
2025-01-02,RON,Romanian Leu,Romania,4.8756
2025-01-02,HRK,Croatian Kuna,Croatia,7.6904
2025-01-02,CHF,Swiss Franc,Switzerland,0.9616
2025-01-02,GBP,British Pound,United Kingdom,0.8583
2025-01-02,USD,US Dollar,United States,1.0525
2025-01-03,EUR,Euro,Eurozone,0.9933
2025-01-03,SEK,Swedish Krona,Sweden,11.4549
2025-01-03,NOK,Norwegian Krone,Norway,11.8592
2025-01-03,DKK,Danish Krone,Denmark,7.3273
2025-01-03,PLN,Polish Zloty,Poland,4.2078
2025-01-03,CZK,Czech Koruna,Czech Republic,25.7501
2025-01-03,HUF,Hungarian Forint,Hungary,390.8889
2025-01-03,RON,Romanian Leu,Romania,4.9825
2025-01-03,HRK,Croatian Kuna,Croatia,7.7415
2025-01-03,CHF,Swiss Franc,Switzerland,0.9156
2025-01-03,GBP,British Pound,United Kingdom,0.8677
2025-01-03,USD,US Dollar,United States,1.0524
2025-01-06,EUR,Euro,Eurozone,0.9925
2025-01-06,SEK,Swedish Krona,Sweden,11.4551
2025-01-06,NOK,Norwegian Krone,Norway,11.5338
2025-01-06,DKK,Danish Krone,Denmark,7.6825
2025-01-06,PLN,Polish Zloty,Poland,4.3353
2025-01-06,CZK,Czech Koruna,Czech Republic,24.9098
2025-01-06,HUF,Hungarian Forint,Hungary,386.8918
2025-01-06,RON,Romanian Leu,Romania,4.9254
2025-01-06,HRK,Croatian Kuna,Croatia,7.4724
2025-01-06,CHF,Swiss Franc,Switzerland,0.9157
2025-01-06,GBP,British Pound,United Kingdom,0.8533
2025-01-06,USD,US Dollar,United States,1.0777
2025-01-07,EUR,Euro,Eurozone,1.0134
2025-01-07,SEK,Swedish Krona,Sweden,11.3558
2025-01-07,NOK,Norwegian Krone,Norway,11.7251
2025-01-07,DKK,Danish Krone,Denmark,7.2399
2025-01-07,PLN,Polish Zloty,Poland,4.2468
2025-01-07,CZK,Czech Koruna,Czech Republic,25.4243
2025-01-07,HUF,Hungarian Forint,Hungary,393.122
2025-01-07,RON,Romanian Leu,Romania,4.8225
2025-01-07,HRK,Croatian Kuna,Croatia,7.6676
2025-01-07,CHF,Swiss Franc,Switzerland,0.9554
2025-01-07,GBP,British Pound,United Kingdom,0.8625
2025-01-07,USD,US Dollar,United States,1.0519
2025-01-08,EUR,Euro,Eurozone,1.016
2025-01-08,SEK,Swedish Krona,Sweden,11.3065
2025-01-08,NOK,Norwegian Krone,Norway,11.7759
2025-01-08,DKK,Danish Krone,Denmark,7.5727
2025-01-08,PLN,Polish Zloty,Poland,4.3985
2025-01-08,CZK,Czech Koruna,Czech Republic,25.2072
2025-01-08,HUF,Hungarian Forint,Hungary,385.0081
2025-01-08,RON,Romanian Leu,Romania,5.021
2025-01-08,HRK,Croatian Kuna,Croatia,7.5844
2025-01-08,CHF,Swiss Franc,Switzerland,0.9537
2025-01-08,GBP,British Pound,United Kingdom,0.843
2025-01-08,USD,US Dollar,United States,1.0602
2025-01-09,EUR,Euro,Eurozone,1.0234
2025-01-09,SEK,Swedish Krona,Sweden,11.4187
2025-01-09,NOK,Norwegian Krone,Norway,11.8636
2025-01-09,DKK,Danish Krone,Denmark,7.5758
2025-01-09,PLN,Polish Zloty,Poland,4.3452
2025-01-09,CZK,Czech Koruna,Czech Republic,25.4129
2025-01-09,HUF,Hungarian Forint,Hungary,402.6873
2025-01-09,RON,Romanian Leu,Romania,4.9935
2025-01-09,HRK,Croatian Kuna,Croatia,7.5898
2025-01-09,CHF,Swiss Franc,Switzerland,0.9206
2025-01-09,GBP,British Pound,United Kingdom,0.8587
2025-01-09,USD,US Dollar,United States,1.094
2025-01-10,EUR,Euro,Eurozone,0.9863
2025-01-10,SEK,Swedish Krona,Sweden,11.049
2025-01-10,NOK,Norwegian Krone,Norway,11.4506
2025-01-10,DKK,Danish Krone,Denmark,7.3443
