DateKey,Date,Year,Quarter,QuarterNumber,MonthNumber,MonthName,MonthYear,WeekNumber,Day,DayName,DayOfWeek,IsWeekend,FiscalYear,FiscalQuarter
20220531,2022-05-31,2022,Q2,2,5,May,May 2022,22,31,Tuesday,2,False,FY2021,FQ4
20220601,2022-06-01,2022,Q2,2,6,June,Jun 2022,22,1,Wednesday,3,False,FY2021,FQ4
20220602,2022-06-02,2022,Q2,2,6,June,Jun 2022,22,2,Thursday,4,False,FY2021,FQ4
20220603,2022-06-03,2022,Q2,2,6,June,Jun 2022,22,3,Friday,5,False,FY2021,FQ4
20220604,2022-06-04,2022,Q2,2,6,June,Jun 2022,22,4,Saturday,6,True,FY2021,FQ4
20220605,2022-06-05,2022,Q2,2,6,June,Jun 2022,22,5,Sunday,7,True,FY2021,FQ4
20220606,2022-06-06,2022,Q2,2,6,June,Jun 2022,23,6,Monday,1,False,FY2021,FQ4
20220607,2022-06-07,2022,Q2,2,6,June,Jun 2022,23,7,Tuesday,2,False,FY2021,FQ4
20220608,2022-06-08,2022,Q2,2,6,June,Jun 2022,23,8,Wednesday,3,False,FY2021,FQ4
20220609,2022-06-09,2022,Q2,2,6,June,Jun 2022,23,9,Thursday,4,False,FY2021,FQ4
20220610,2022-06-10,2022,Q2,2,6,June,Jun 2022,23,10,Friday,5,False,FY2021,FQ4
20220611,2022-06-11,2022,Q2,2,6,June,Jun 2022,23,11,Saturday,6,True,FY2021,FQ4
20220612,2022-06-12,2022,Q2,2,6,June,Jun 2022,23,12,Sunday,7,True,FY2021,FQ4
20220613,2022-06-13,2022,Q2,2,6,June,Jun 2022,24,13,Monday,1,False,FY2021,FQ4
20220614,2022-06-14,2022,Q2,2,6,June,Jun 2022,24,14,Tuesday,2,False,FY2021,FQ4
20220615,2022-06-15,2022,Q2,2,6,June,Jun 2022,24,15,Wednesday,3,False,FY2021,FQ4
20220616,2022-06-16,2022,Q2,2,6,June,Jun 2022,24,16,Thursday,4,False,FY2021,FQ4
20220617,2022-06-17,2022,Q2,2,6,June,Jun 2022,24,17,Friday,5,False,FY2021,FQ4
20220618,2022-06-18,2022,Q2,2,6,June,Jun 2022,24,18,Saturday,6,True,FY2021,FQ4
20220619,2022-06-19,2022,Q2,2,6,June,Jun 2022,24,19,Sunday,7,True,FY2021,FQ4
20220620,2022-06-20,2022,Q2,2,6,June,Jun 2022,25,20,Monday,1,False,FY2021,FQ4
20220621,2022-06-21,2022,Q2,2,6,June,Jun 2022,25,21,Tuesday,2,False,FY2021,FQ4
20220622,2022-06-22,2022,Q2,2,6,June,Jun 2022,25,22,Wednesday,3,False,FY2021,FQ4
20220623,2022-06-23,2022,Q2,2,6,June,Jun 2022,25,23,Thursday,4,False,FY2021,FQ4
20220624,2022-06-24,2022,Q2,2,6,June,Jun 2022,25,24,Friday,5,False,FY2021,FQ4
20220625,2022-06-25,2022,Q2,2,6,June,Jun 2022,25,25,Saturday,6,True,FY2021,FQ4
20220626,2022-06-26,2022,Q2,2,6,June,Jun 2022,25,26,Sunday,7,True,FY2021,FQ4
20220627,2022-06-27,2022,Q2,2,6,June,Jun 2022,26,27,Monday,1,False,FY2021,FQ4
20220628,2022-06-28,2022,Q2,2,6,June,Jun 2022,26,28,Tuesday,2,False,FY2021,FQ4
20220629,2022-06-29,2022,Q2,2,6,June,Jun 2022,26,29,Wednesday,3,False,FY2021,FQ4
20220630,2022-06-30,2022,Q2,2,6,June,Jun 2022,26,30,Thursday,4,False,FY2021,FQ4
20220701,2022-07-01,2022,Q3,3,7,July,Jul 2022,26,1,Friday,5,False,FY2022,FQ1
20220702,2022-07-02,2022,Q3,3,7,July,Jul 2022,26,2,Saturday,6,True,FY2022,FQ1
20220703,2022-07-03,2022,Q3,3,7,July,Jul 2022,26,3,Sunday,7,True,FY2022,FQ1
20220704,2022-07-04,2022,Q3,3,7,July,Jul 2022,27,4,Monday,1,False,FY2022,FQ1
20220705,2022-07-05,2022,Q3,3,7,July,Jul 2022,27,5,Tuesday,2,False,FY2022,FQ1
20220706,2022-07-06,2022,Q3,3,7,July,Jul 2022,27,6,Wednesday,3,False,FY2022,FQ1
20220707,2022-07-07,2022,Q3,3,7,July,Jul 2022,27,7,Thursday,4,False,FY2022,FQ1
20220708,2022-07-08,2022,Q3,3,7,July,Jul 2022,27,8,Friday,5,False,FY2022,FQ1
20220709,2022-07-09,2022,Q3,3,7,July,Jul 2022,27,9,Saturday,6,True,FY2022,FQ1
20220710,2022-07-10,2022,Q3,3,7,July,Jul 2022,27,10,Sunday,7,True,FY2022,FQ1
20220711,2022-07-11,2022,Q3,3,7,July,Jul 2022,28,11,Monday,1,False,FY2022,FQ1
20220712,2022-07-12,2022,Q3,3,7,July,Jul 2022,28,12,Tuesday,2,False,FY2022,FQ1
20220713,2022-07-13,2022,Q3,3,7,July,Jul 2022,28,13,Wednesday,3,False,FY2022,FQ1
20220714,2022-07-14,2022,Q3,3,7,July,Jul 2022,28,14,Thursday,4,False,FY2022,FQ1
20220715,2022-07-15,2022,Q3,3,7,July,Jul 2022,28,15,Friday,5,False,FY2022,FQ1
20220716,2022-07-16,2022,Q3,3,7,July,Jul 2022,28,16,Saturday,6,True,FY2022,FQ1
20220717,2022-07-17,2022,Q3,3,7,July,Jul 2022,28,17,Sunday,7,True,FY2022,FQ1
20220718,2022-07-18,2022,Q3,3,7,July,Jul 2022,29,18,Monday,1,False,FY2022,FQ1
20220719,2022-07-19,2022,Q3,3,7,July,Jul 2022,29,19,Tuesday,2,False,FY2022,FQ1
20220720,2022-07-20,2022,Q3,3,7,July,Jul 2022,29,20,Wednesday,3,False,FY2022,FQ1
20220721,2022-07-21,2022,Q3,3,7,July,Jul 2022,29,21,Thursday,4,False,FY2022,FQ1
20220722,2022-07-22,2022,Q3,3,7,July,Jul 2022,29,22,Friday,5,False,FY2022,FQ1
20220723,2022-07-23,2022,Q3,3,7,July,Jul 2022,29,23,Saturday,6,True,FY2022,FQ1
20220724,2022-07-24,2022,Q3,3,7,July,Jul 2022,29,24,Sunday,7,True,FY2022,FQ1
20220725,2022-07-25,2022,Q3,3,7,July,Jul 2022,30,25,Monday,1,False,FY2022,FQ1
20220726,2022-07-26,2022,Q3,3,7,July,Jul 2022,30,26,Tuesday,2,False,FY2022,FQ1
20220727,2022-07-27,2022,Q3,3,7,July,Jul 2022,30,27,Wednesday,3,False,FY2022,FQ1
20220728,2022-07-28,2022,Q3,3,7,July,Jul 2022,30,28,Thursday,4,False,FY2022,FQ1
20220729,2022-07-29,2022,Q3,3,7,July,Jul 2022,30,29,Friday,5,False,FY2022,FQ1
20220730,2022-07-30,2022,Q3,3,7,July,Jul 2022,30,30,Saturday,6,True,FY2022,FQ1
20220731,2022-07-31,2022,Q3,3,7,July,Jul 2022,30,31,Sunday,7,True,FY2022,FQ1
20220801,2022-08-01,2022,Q3,3,8,August,Aug 2022,31,1,Monday,1,False,FY2022,FQ1
20220802,2022-08-02,2022,Q3,3,8,August,Aug 2022,31,2,Tuesday,2,False,FY2022,FQ1
20220803,2022-08-03,2022,Q3,3,8,August,Aug 2022,31,3,Wednesday,3,False,FY2022,FQ1
20220804,2022-08-04,2022,Q3,3,8,August,Aug 2022,31,4,Thursday,4,False,FY2022,FQ1
20220805,2022-08-05,2022,Q3,3,8,August,Aug 2022,31,5,Friday,5,False,FY2022,FQ1
20220806,2022-08-06,2022,Q3,3,8,August,Aug 2022,31,6,Saturday,6,True,FY2022,FQ1
20220807,2022-08-07,2022,Q3,3,8,August,Aug 2022,31,7,Sunday,7,True,FY2022,FQ1
20220808,2022-08-08,2022,Q3,3,8,August,Aug 2022,32,8,Monday,1,False,FY2022,FQ1
20220809,2022-08-09,2022,Q3,3,8,August,Aug 2022,32,9,Tuesday,2,False,FY2022,FQ1
20220810,2022-08-10,2022,Q3,3,8,August,Aug 2022,32,10,Wednesday,3,False,FY2022,FQ1
20220811,2022-08-11,2022,Q3,3,8,August,Aug 2022,32,11,Thursday,4,False,FY2022,FQ1
20220812,2022-08-12,2022,Q3,3,8,August,Aug 2022,32,12,Friday,5,False,FY2022,FQ1
20220813,2022-08-13,2022,Q3,3,8,August,Aug 2022,32,13,Saturday,6,True,FY2022,FQ1
20220814,2022-08-14,2022,Q3,3,8,August,Aug 2022,32,14,Sunday,7,True,FY2022,FQ1
20220815,2022-08-15,2022,Q3,3,8,August,Aug 2022,33,15,Monday,1,False,FY2022,FQ1
20220816,2022-08-16,2022,Q3,3,8,August,Aug 2022,33,16,Tuesday,2,False,FY2022,FQ1
20220817,2022-08-17,2022,Q3,3,8,August,Aug 2022,33,17,Wednesday,3,False,FY2022,FQ1
20220818,2022-08-18,2022,Q3,3,8,August,Aug 2022,33,18,Thursday,4,False,FY2022,FQ1
20220819,2022-08-19,2022,Q3,3,8,August,Aug 2022,33,19,Friday,5,False,FY2022,FQ1
20220820,2022-08-20,2022,Q3,3,8,August,Aug 2022,33,20,Saturday,6,True,FY2022,FQ1
20220821,2022-08-21,2022,Q3,3,8,August,Aug 2022,33,21,Sunday,7,True,FY2022,FQ1
20220822,2022-08-22,2022,Q3,3,8,August,Aug 2022,34,22,Monday,1,False,FY2022,FQ1
20220823,2022-08-23,2022,Q3,3,8,August,Aug 2022,34,23,Tuesday,2,False,FY2022,FQ1
20220824,2022-08-24,2022,Q3,3,8,August,Aug 2022,34,24,Wednesday,3,False,FY2022,FQ1
20220825,2022-08-25,2022,Q3,3,8,August,Aug 2022,34,25,Thursday,4,False,FY2022,FQ1
20220826,2022-08-26,2022,Q3,3,8,August,Aug 2022,34,26,Friday,5,False,FY2022,FQ1
20220827,2022-08-27,2022,Q3,3,8,August,Aug 2022,34,27,Saturday,6,True,FY2022,FQ1
20220828,2022-08-28,2022,Q3,3,8,August,Aug 2022,34,28,Sunday,7,True,FY2022,FQ1
20220829,2022-08-29,2022,Q3,3,8,August,Aug 2022,35,29,Monday,1,False,FY2022,FQ1
20220830,2022-08-30,2022,Q3,3,8,August,Aug 2022,35,30,Tuesday,2,False,FY2022,FQ1
20220831,2022-08-31,2022,Q3,3,8,August,Aug 2022,35,31,Wednesday,3,False,FY2022,FQ1
20220901,2022-09-01,2022,Q3,3,9,September,Sep 2022,35,1,Thursday,4,False,FY2022,FQ1
20220902,2022-09-02,2022,Q3,3,9,September,Sep 2022,35,2,Friday,5,False,FY2022,FQ1
20220903,2022-09-03,2022,Q3,3,9,September,Sep 2022,35,3,Saturday,6,True,FY2022,FQ1
20220904,2022-09-04,2022,Q3,3,9,September,Sep 2022,35,4,Sunday,7,True,FY2022,FQ1
20220905,2022-09-05,2022,Q3,3,9,September,Sep 2022,36,5,Monday,1,False,FY2022,FQ1
20220906,2022-09-06,2022,Q3,3,9,September,Sep 2022,36,6,Tuesday,2,False,FY2022,FQ1
20220907,2022-09-07,2022,Q3,3,9,September,Sep 2022,36,7,Wednesday,3,False,FY2022,FQ1
20220908,2022-09-08,2022,Q3,3,9,September,Sep 2022,36,8,Thursday,4,False,FY2022,FQ1
20220909,2022-09-09,2022,Q3,3,9,September,Sep 2022,36,9,Friday,5,False,FY2022,FQ1
20220910,2022-09-10,2022,Q3,3,9,September,Sep 2022,36,10,Saturday,6,True,FY2022,FQ1
20220911,2022-09-11,2022,Q3,3,9,September,Sep 2022,36,11,Sunday,7,True,FY2022,FQ1
20220912,2022-09-12,2022,Q3,3,9,September,Sep 2022,37,12,Monday,1,False,FY2022,FQ1
20220913,2022-09-13,2022,Q3,3,9,September,Sep 2022,37,13,Tuesday,2,False,FY2022,FQ1
20220914,2022-09-14,2022,Q3,3,9,September,Sep 2022,37,14,Wednesday,3,False,FY2022,FQ1
20220915,2022-09-15,2022,Q3,3,9,September,Sep 2022,37,15,Thursday,4,False,FY2022,FQ1
20220916,2022-09-16,2022,Q3,3,9,September,Sep 2022,37,16,Friday,5,False,FY2022,FQ1
20220917,2022-09-17,2022,Q3,3,9,September,Sep 2022,37,17,Saturday,6,True,FY2022,FQ1
20220918,2022-09-18,2022,Q3,3,9,September,Sep 2022,37,18,Sunday,7,True,FY2022,FQ1
20220919,2022-09-19,2022,Q3,3,9,September,Sep 2022,38,19,Monday,1,False,FY2022,FQ1
20220920,2022-09-20,2022,Q3,3,9,September,Sep 2022,38,20,Tuesday,2,False,FY2022,FQ1
20220921,2022-09-21,2022,Q3,3,9,September,Sep 2022,38,21,Wednesday,3,False,FY2022,FQ1
20220922,2022-09-22,2022,Q3,3,9,September,Sep 2022,38,22,Thursday,4,False,FY2022,FQ1
20220923,2022-09-23,2022,Q3,3,9,September,Sep 2022,38,23,Friday,5,False,FY2022,FQ1
20220924,2022-09-24,2022,Q3,3,9,September,Sep 2022,38,24,Saturday,6,True,FY2022,FQ1
20220925,2022-09-25,2022,Q3,3,9,September,Sep 2022,38,25,Sunday,7,True,FY2022,FQ1
20220926,2022-09-26,2022,Q3,3,9,September,Sep 2022,39,26,Monday,1,False,FY2022,FQ1
20220927,2022-09-27,2022,Q3,3,9,September,Sep 2022,39,27,Tuesday,2,False,FY2022,FQ1
20220928,2022-09-28,2022,Q3,3,9,September,Sep 2022,39,28,Wednesday,3,False,FY2022,FQ1
20220929,2022-09-29,2022,Q3,3,9,September,Sep 2022,39,29,Thursday,4,False,FY2022,FQ1
20220930,2022-09-30,2022,Q3,3,9,September,Sep 2022,39,30,Friday,5,False,FY2022,FQ1
20221001,2022-10-01,2022,Q4,4,10,October,Oct 2022,39,1,Saturday,6,True,FY2022,FQ2
20221002,2022-10-02,2022,Q4,4,10,October,Oct 2022,39,2,Sunday,7,True,FY2022,FQ2
20221003,2022-10-03,2022,Q4,4,10,October,Oct 2022,40,3,Monday,1,False,FY2022,FQ2
20221004,2022-10-04,2022,Q4,4,10,October,Oct 2022,40,4,Tuesday,2,False,FY2022,FQ2
20221005,2022-10-05,2022,Q4,4,10,October,Oct 2022,40,5,Wednesday,3,False,FY2022,FQ2
20221006,2022-10-06,2022,Q4,4,10,October,Oct 2022,40,6,Thursday,4,False,FY2022,FQ2
20221007,2022-10-07,2022,Q4,4,10,October,Oct 2022,40,7,Friday,5,False,FY2022,FQ2
20221008,2022-10-08,2022,Q4,4,10,October,Oct 2022,40,8,Saturday,6,True,FY2022,FQ2
20221009,2022-10-09,2022,Q4,4,10,October,Oct 2022,40,9,Sunday,7,True,FY2022,FQ2
20221010,2022-10-10,2022,Q4,4,10,October,Oct 2022,41,10,Monday,1,False,FY2022,FQ2
20221011,2022-10-11,2022,Q4,4,10,October,Oct 2022,41,11,Tuesday,2,False,FY2022,FQ2
20221012,2022-10-12,2022,Q4,4,10,October,Oct 2022,41,12,Wednesday,3,False,FY2022,FQ2
20221013,2022-10-13,2022,Q4,4,10,October,Oct 2022,41,13,Thursday,4,False,FY2022,FQ2
20221014,2022-10-14,2022,Q4,4,10,October,Oct 2022,41,14,Friday,5,False,FY2022,FQ2
20221015,2022-10-15,2022,Q4,4,10,October,Oct 2022,41,15,Saturday,6,True,FY2022,FQ2
20221016,2022-10-16,2022,Q4,4,10,October,Oct 2022,41,16,Sunday,7,True,FY2022,FQ2
20221017,2022-10-17,2022,Q4,4,10,October,Oct 2022,42,17,Monday,1,False,FY2022,FQ2
20221018,2022-10-18,2022,Q4,4,10,October,Oct 2022,42,18,Tuesday,2,False,FY2022,FQ2
20221019,2022-10-19,2022,Q4,4,10,October,Oct 2022,42,19,Wednesday,3,False,FY2022,FQ2
20221020,2022-10-20,2022,Q4,4,10,October,Oct 2022,42,20,Thursday,4,False,FY2022,FQ2
20221021,2022-10-21,2022,Q4,4,10,October,Oct 2022,42,21,Friday,5,False,FY2022,FQ2
20221022,2022-10-22,2022,Q4,4,10,October,Oct 2022,42,22,Saturday,6,True,FY2022,FQ2
20221023,2022-10-23,2022,Q4,4,10,October,Oct 2022,42,23,Sunday,7,True,FY2022,FQ2
20221024,2022-10-24,2022,Q4,4,10,October,Oct 2022,43,24,Monday,1,False,FY2022,FQ2
20221025,2022-10-25,2022,Q4,4,10,October,Oct 2022,43,25,Tuesday,2,False,FY2022,FQ2
20221026,2022-10-26,2022,Q4,4,10,October,Oct 2022,43,26,Wednesday,3,False,FY2022,FQ2
20221027,2022-10-27,2022,Q4,4,10,October,Oct 2022,43,27,Thursday,4,False,FY2022,FQ2
20221028,2022-10-28,2022,Q4,4,10,October,Oct 2022,43,28,Friday,5,False,FY2022,FQ2
20221029,2022-10-29,2022,Q4,4,10,October,Oct 2022,43,29,Saturday,6,True,FY2022,FQ2
20221030,2022-10-30,2022,Q4,4,10,October,Oct 2022,43,30,Sunday,7,True,FY2022,FQ2
20221031,2022-10-31,2022,Q4,4,10,October,Oct 2022,44,31,Monday,1,False,FY2022,FQ2
20221101,2022-11-01,2022,Q4,4,11,November,Nov 2022,44,1,Tuesday,2,False,FY2022,FQ2
20221102,2022-11-02,2022,Q4,4,11,November,Nov 2022,44,2,Wednesday,3,False,FY2022,FQ2
20221103,2022-11-03,2022,Q4,4,11,November,Nov 2022,44,3,Thursday,4,False,FY2022,FQ2
20221104,2022-11-04,2022,Q4,4,11,November,Nov 2022,44,4,Friday,5,False,FY2022,FQ2
20221105,2022-11-05,2022,Q4,4,11,November,Nov 2022,44,5,Saturday,6,True,FY2022,FQ2
20221106,2022-11-06,2022,Q4,4,11,November,Nov 2022,44,6,Sunday,7,True,FY2022,FQ2
20221107,2022-11-07,2022,Q4,4,11,November,Nov 2022,45,7,Monday,1,False,FY2022,FQ2
20221108,2022-11-08,2022,Q4,4,11,November,Nov 2022,45,8,Tuesday,2,False,FY2022,FQ2
20221109,2022-11-09,2022,Q4,4,11,November,Nov 2022,45,9,Wednesday,3,False,FY2022,FQ2
20221110,2022-11-10,2022,Q4,4,11,November,Nov 2022,45,10,Thursday,4,False,FY2022,FQ2
20221111,2022-11-11,2022,Q4,4,11,November,Nov 2022,45,11,Friday,5,False,FY2022,FQ2
20221112,2022-11-12,2022,Q4,4,11,November,Nov 2022,45,12,Saturday,6,True,FY2022,FQ2
20221113,2022-11-13,2022,Q4,4,11,November,Nov 2022,45,13,Sunday,7,True,FY2022,FQ2
20221114,2022-11-14,2022,Q4,4,11,November,Nov 2022,46,14,Monday,1,False,FY2022,FQ2
20221115,2022-11-15,2022,Q4,4,11,November,Nov 2022,46,15,Tuesday,2,False,FY2022,FQ2
20221116,2022-11-16,2022,Q4,4,11,November,Nov 2022,46,16,Wednesday,3,False,FY2022,FQ2
20221117,2022-11-17,2022,Q4,4,11,November,Nov 2022,46,17,Thursday,4,False,FY2022,FQ2
20221118,2022-11-18,2022,Q4,4,11,November,Nov 2022,46,18,Friday,5,False,FY2022,FQ2
20221119,2022-11-19,2022,Q4,4,11,November,Nov 2022,46,19,Saturday,6,True,FY2022,FQ2
20221120,2022-11-20,2022,Q4,4,11,November,Nov 2022,46,20,Sunday,7,True,FY2022,FQ2
20221121,2022-11-21,2022,Q4,4,11,November,Nov 2022,47,21,Monday,1,False,FY2022,FQ2
20221122,2022-11-22,2022,Q4,4,11,November,Nov 2022,47,22,Tuesday,2,False,FY2022,FQ2
20221123,2022-11-23,2022,Q4,4,11,November,Nov 2022,47,23,Wednesday,3,False,FY2022,FQ2
20221124,2022-11-24,2022,Q4,4,11,November,Nov 2022,47,24,Thursday,4,False,FY2022,FQ2
20221125,2022-11-25,2022,Q4,4,11,November,Nov 2022,47,25,Friday,5,False,FY2022,FQ2
20221126,2022-11-26,2022,Q4,4,11,November,Nov 2022,47,26,Saturday,6,True,FY2022,FQ2
20221127,2022-11-27,2022,Q4,4,11,November,Nov 2022,47,27,Sunday,7,True,FY2022,FQ2
20221128,2022-11-28,2022,Q4,4,11,November,Nov 2022,48,28,Monday,1,False,FY2022,FQ2
20221129,2022-11-29,2022,Q4,4,11,November,Nov 2022,48,29,Tuesday,2,False,FY2022,FQ2
20221130,2022-11-30,2022,Q4,4,11,November,Nov 2022,48,30,Wednesday,3,False,FY2022,FQ2
20221201,2022-12-01,2022,Q4,4,12,December,Dec 2022,48,1,Thursday,4,False,FY2022,FQ2
20221202,2022-12-02,2022,Q4,4,12,December,Dec 2022,48,2,Friday,5,False,FY2022,FQ2
20221203,2022-12-03,2022,Q4,4,12,December,Dec 2022,48,3,Saturday,6,True,FY2022,FQ2
20221204,2022-12-04,2022,Q4,4,12,December,Dec 2022,48,4,Sunday,7,True,FY2022,FQ2
20221205,2022-12-05,2022,Q4,4,12,December,Dec 2022,49,5,Monday,1,False,FY2022,FQ2
20221206,2022-12-06,2022,Q4,4,12,December,Dec 2022,49,6,Tuesday,2,False,FY2022,FQ2
20221207,2022-12-07,2022,Q4,4,12,December,Dec 2022,49,7,Wednesday,3,False,FY2022,FQ2
20221208,2022-12-08,2022,Q4,4,12,December,Dec 2022,49,8,Thursday,4,False,FY2022,FQ2
20221209,2022-12-09,2022,Q4,4,12,December,Dec 2022,49,9,Friday,5,False,FY2022,FQ2
20221210,2022-12-10,2022,Q4,4,12,December,Dec 2022,49,10,Saturday,6,True,FY2022,FQ2
20221211,2022-12-11,2022,Q4,4,12,December,Dec 2022,49,11,Sunday,7,True,FY2022,FQ2
20221212,2022-12-12,2022,Q4,4,12,December,Dec 2022,50,12,Monday,1,False,FY2022,FQ2
20221213,2022-12-13,2022,Q4,4,12,December,Dec 2022,50,13,Tuesday,2,False,FY2022,FQ2
20221214,2022-12-14,2022,Q4,4,12,December,Dec 2022,50,14,Wednesday,3,False,FY2022,FQ2
20221215,2022-12-15,2022,Q4,4,12,December,Dec 2022,50,15,Thursday,4,False,FY2022,FQ2
20221216,2022-12-16,2022,Q4,4,12,December,Dec 2022,50,16,Friday,5,False,FY2022,FQ2
20221217,2022-12-17,2022,Q4,4,12,December,Dec 2022,50,17,Saturday,6,True,FY2022,FQ2
20221218,2022-12-18,2022,Q4,4,12,December,Dec 2022,50,18,Sunday,7,True,FY2022,FQ2
20221219,2022-12-19,2022,Q4,4,12,December,Dec 2022,51,19,Monday,1,False,FY2022,FQ2
20221220,2022-12-20,2022,Q4,4,12,December,Dec 2022,51,20,Tuesday,2,False,FY2022,FQ2
20221221,2022-12-21,2022,Q4,4,12,December,Dec 2022,51,21,Wednesday,3,False,FY2022,FQ2
20221222,2022-12-22,2022,Q4,4,12,December,Dec 2022,51,22,Thursday,4,False,FY2022,FQ2
20221223,2022-12-23,2022,Q4,4,12,December,Dec 2022,51,23,Friday,5,False,FY2022,FQ2
20221224,2022-12-24,2022,Q4,4,12,December,Dec 2022,51,24,Saturday,6,True,FY2022,FQ2
20221225,2022-12-25,2022,Q4,4,12,December,Dec 2022,51,25,Sunday,7,True,FY2022,FQ2
20221226,2022-12-26,2022,Q4,4,12,December,Dec 2022,52,26,Monday,1,False,FY2022,FQ2
20221227,2022-12-27,2022,Q4,4,12,December,Dec 2022,52,27,Tuesday,2,False,FY2022,FQ2
20221228,2022-12-28,2022,Q4,4,12,December,Dec 2022,52,28,Wednesday,3,False,FY2022,FQ2
20221229,2022-12-29,2022,Q4,4,12,December,Dec 2022,52,29,Thursday,4,False,FY2022,FQ2
20221230,2022-12-30,2022,Q4,4,12,December,Dec 2022,52,30,Friday,5,False,FY2022,FQ2
20221231,2022-12-31,2022,Q4,4,12,December,Dec 2022,52,31,Saturday,6,True,FY2022,FQ2
20230101,2023-01-01,2023,Q1,1,1,January,Jan 2023,52,1,Sunday,7,True,FY2022,FQ3
20230102,2023-01-02,2023,Q1,1,1,January,Jan 2023,1,2,Monday,1,False,FY2022,FQ3
20230103,2023-01-03,2023,Q1,1,1,January,Jan 2023,1,3,Tuesday,2,False,FY2022,FQ3
20230104,2023-01-04,2023,Q1,1,1,January,Jan 2023,1,4,Wednesday,3,False,FY2022,FQ3
20230105,2023-01-05,2023,Q1,1,1,January,Jan 2023,1,5,Thursday,4,False,FY2022,FQ3
20230106,2023-01-06,2023,Q1,1,1,January,Jan 2023,1,6,Friday,5,False,FY2022,FQ3
20230107,2023-01-07,2023,Q1,1,1,January,Jan 2023,1,7,Saturday,6,True,FY2022,FQ3
20230108,2023-01-08,2023,Q1,1,1,January,Jan 2023,1,8,Sunday,7,True,FY2022,FQ3
20230109,2023-01-09,2023,Q1,1,1,January,Jan 2023,2,9,Monday,1,False,FY2022,FQ3
20230110,2023-01-10,2023,Q1,1,1,January,Jan 2023,2,10,Tuesday,2,False,FY2022,FQ3
20230111,2023-01-11,2023,Q1,1,1,January,Jan 2023,2,11,Wednesday,3,False,FY2022,FQ3
20230112,2023-01-12,2023,Q1,1,1,January,Jan 2023,2,12,Thursday,4,False,FY2022,FQ3
20230113,2023-01-13,2023,Q1,1,1,January,Jan 2023,2,13,Friday,5,False,FY2022,FQ3
20230114,2023-01-14,2023,Q1,1,1,January,Jan 2023,2,14,Saturday,6,True,FY2022,FQ3
20230115,2023-01-15,2023,Q1,1,1,January,Jan 2023,2,15,Sunday,7,True,FY2022,FQ3
20230116,2023-01-16,2023,Q1,1,1,January,Jan 2023,3,16,Monday,1,False,FY2022,FQ3
20230117,2023-01-17,2023,Q1,1,1,January,Jan 2023,3,17,Tuesday,2,False,FY2022,FQ3
20230118,2023-01-18,2023,Q1,1,1,January,Jan 2023,3,18,Wednesday,3,False,FY2022,FQ3
20230119,2023-01-19,2023,Q1,1,1,January,Jan 2023,3,19,Thursday,4,False,FY2022,FQ3
20230120,2023-01-20,2023,Q1,1,1,January,Jan 2023,3,20,Friday,5,False,FY2022,FQ3
20230121,2023-01-21,2023,Q1,1,1,January,Jan 2023,3,21,Saturday,6,True,FY2022,FQ3
20230122,2023-01-22,2023,Q1,1,1,January,Jan 2023,3,22,Sunday,7,True,FY2022,FQ3
20230123,2023-01-23,2023,Q1,1,1,January,Jan 2023,4,23,Monday,1,False,FY2022,FQ3
20230124,2023-01-24,2023,Q1,1,1,January,Jan 2023,4,24,Tuesday,2,False,FY2022,FQ3
20230125,2023-01-25,2023,Q1,1,1,January,Jan 2023,4,25,Wednesday,3,False,FY2022,FQ3
20230126,2023-01-26,2023,Q1,1,1,January,Jan 2023,4,26,Thursday,4,False,FY2022,FQ3
20230127,2023-01-27,2023,Q1,1,1,January,Jan 2023,4,27,Friday,5,False,FY2022,FQ3
20230128,2023-01-28,2023,Q1,1,1,January,Jan 2023,4,28,Saturday,6,True,FY2022,FQ3
20230129,2023-01-29,2023,Q1,1,1,January,Jan 2023,4,29,Sunday,7,True,FY2022,FQ3
20230130,2023-01-30,2023,Q1,1,1,January,Jan 2023,5,30,Monday,1,False,FY2022,FQ3
20230131,2023-01-31,2023,Q1,1,1,January,Jan 2023,5,31,Tuesday,2,False,FY2022,FQ3
20230201,2023-02-01,2023,Q1,1,2,February,Feb 2023,5,1,Wednesday,3,False,FY2022,FQ3
20230202,2023-02-02,2023,Q1,1,2,February,Feb 2023,5,2,Thursday,4,False,FY2022,FQ3
20230203,2023-02-03,2023,Q1,1,2,February,Feb 2023,5,3,Friday,5,False,FY2022,FQ3
20230204,2023-02-04,2023,Q1,1,2,February,Feb 2023,5,4,Saturday,6,True,FY2022,FQ3
20230205,2023-02-05,2023,Q1,1,2,February,Feb 2023,5,5,Sunday,7,True,FY2022,FQ3
20230206,2023-02-06,2023,Q1,1,2,February,Feb 2023,6,6,Monday,1,False,FY2022,FQ3
20230207,2023-02-07,2023,Q1,1,2,February,Feb 2023,6,7,Tuesday,2,False,FY2022,FQ3
20230208,2023-02-08,2023,Q1,1,2,February,Feb 2023,6,8,Wednesday,3,False,FY2022,FQ3
20230209,2023-02-09,2023,Q1,1,2,February,Feb 2023,6,9,Thursday,4,False,FY2022,FQ3
20230210,2023-02-10,2023,Q1,1,2,February,Feb 2023,6,10,Friday,5,False,FY2022,FQ3
20230211,2023-02-11,2023,Q1,1,2,February,Feb 2023,6,11,Saturday,6,True,FY2022,FQ3
