cis,atc,denomination,lien,substance,dosage,est_antihistaminique
65629489,N02BF01,"GABAPENTINE ARROW GENERIQUES 100 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65629489,GABAPENTINE,100 mg,False
65630096,A04AA01,"ONDANSETRON EG 8 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65630096,CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ,,False
65631198,C07BB12,"NEBIVOLOL/HYDROCHLOROTHIAZIDE TEVA 5 mg/25 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65631198,HYDROCHLOROTHIAZIDE,25 mg,False
65632154,R03AK14,"ATECTURA BREEZHALER 125 microgrammes/62,5 microgrammes, poudre pour inhalation en gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65632154,FUROATE DE MOMÉTASONE,80 microgrammes,False
65632371,C09AA04,"PERINDOPRIL ARGININE ZENTIVA 5 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65632371,PÉRINDOPRIL ARGININE,"5,000 mg",False
65633046,A07EC02,"FIVASA 1600 mg, comprimé gastro-résistant",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65633046,MÉSALAZINE,1600 mg,False
65633434,H03AA01,"THYROFIX 137 microgrammes, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65633434,LÉVOTHYROXINE SODIQUE,,False
65634493,B03XA02,"ARANESP 300 microgrammes, solution injectable en stylo prérempli",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65634493,DARBÉPOÉTINE ALFA ,500 microgrammes,False
65634625,C07AB03,"ATENOLOL BIOGARAN 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65634625,ATÉNOLOL,100 mg,False
65635346,V07AB,"CELSIOR, solution pour conservation dorganes",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65635346,CHLORURE DE POTASSIUM,"1,118 g",False
65636245,J01MA02,"CIFLOX 500 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65636245,CHLORHYDRATE DE CIPROFLOXACINE,,False
65637614,C07AB04,"ACEBUTOLOL BIOGARAN 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65637614,CHLORHYDRATE D'ACÉBUTOLOL,"221,65 mg",False
65637767,A02BC04,"RABEPRAZOLE VIATRIS 20 mg, comprimé gastro-résistant",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65637767,RABÉPRAZOLE SODIQUE,20 mg,False
65637913,M03AC09,"ROCURONIUM KABI 10 mg/mL, solution injectable/pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65637913,BROMURE DE ROCURONIUM,10 mg,False
65638748,C09CA01,"LOSARTAN TEVA 100 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65638748,LOSARTAN POTASSIQUE,"100,00 mg",False
65638805,L01XH03,"FARYDAK 10 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65638805,LACTATE DE PANOBINOSTAT ANHYDRE,"12,576 mg",False
65639202,C10AX09,"EZETIMIBE ARROW 10 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65639202,ÉZÉTIMIBE,10 mg,False
65639871,R07AX30,"ORKAMBI 100 mg/125 mg, granulés en sachet",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65639871,LUMACAFTOR,100 mg,False
65642287,C08DB01,"DILTIAZEM BGR LP 200 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65642287,CHLORHYDRATE DE DILTIAZEM,200 mg,False
65643371,L01FD01,"OGIVRI 420 mg, poudre pour solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65643371,TRASTUZUMAB ,420 mg,False
65644772,J02AC04,"NOXAFIL 300 mg, solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65644772,POSACONAZOLE,18 mg,False
65646848,A10BA02,"METFORMINE ARROW LAB 850 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65646848,CHLORHYDRATE DE METFORMINE,850 mg,False
65646855,J05AR03,"EMTRICITABINE/TENOFOVIR DISOPROXIL KRKA 200 mg/245 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65646855,SUCCINATE DE TÉNOFOVIR DISOPROXIL,"300,70 mg",False
65647512,B03BA01,"VITAMINE B12 GERDA 1000 µg/4 ml, solution injectable (IM) et buvable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65647512,CYANOCOBALAMINE,1000 microgrammes,False
65647786,C09DA01,"LOSARTAN/HYDROCHLOROTHIAZIDE VIATRIS 50 mg/12,5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65647786,HYDROCHLOROTHIAZIDE,"12,50 mg",False
65648500,R03BA02,"BUDESONIDE TEVA 1 mg/2 mL, suspension pour inhalation par nébuliseur en récipient unidose",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65648500,BUDÉSONIDE,1 mg,False
65649221,N05AX12,"ARIPIPRAZOLE BIOGARAN 15 mg, comprimé orodispersible",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65649221,ARIPIPRAZOLE,15 mg,False
65650654,V01AA08,"PALFORZIA 20 mg, poudre orale en gélule à ouvrir",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65650654,POUDRE DE GRAINE D'ARACHIS HYPOGAEA L. (ARACHIDE) ALLÉGÉE EN GRAISSES,,False
65651521,V03AE03,"FOSRENOL 750 mg, comprimé à croquer",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65651521,LANTHANE (CARBONATE DE) HYDRATÉ,,False
65652406,A04AD12,"APREPITANT ARROW 125 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65652406,APRÉPITANT,125 mg,False
65655384,H05BX01,"CINACALCET VIATRIS 30 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65655384,CHLORHYDRATE DE CINACALCET,"33,064 mg",False
65657232,C09CA01,"LOSARTAN VIATRIS 50 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65657232,LOSARTAN POTASSIQUE,"50,00 mg",False
65657321,N02AX02,"CONTRAMAL LP 200 mg, comprimé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65657321,CHLORHYDRATE DE TRAMADOL,200 mg,False
65658665,C07AB07,"BISOPROLOL KRKA 10 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65658665,FUMARATE DE BISOPROLOL,10 mg,False
65660794,A10BB12,"GLIMEPIRIDE TEVA SANTE 3 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65660794,GLIMÉPIRIDE,"3,0 mg",False
65662076,C08DB01,"BI TILDIEM L.P. 120 mg, comprimé enrobé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65662076,DILTIAZEM (CHLORHYDRATE DE),120 mg,False
65662763,J05AB11,"VALACICLOVIR SANDOZ 500 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65662763,CHLORHYDRATE DE VALACICLOVIR,"611,7 mg",False
65662980,G03CA03,"DERMESTRIL 50 microgrammes/24 heures, dispositif transdermique",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65662980,ESTRADIOL,4 mg,False
65663922,C10AA03,"PRAVASTATINE TEVA 20 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65663922,PRAVASTATINE SODIQUE,20 mg,False
65664198,L02BG03,"ANASTROZOLE SANDOZ 1 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65664198,ANASTROZOLE,1 mg,False
65664668,C07AB07,"BISOPROLOL TEVA SANTE 2,5 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65664668,FUMARATE DE BISOPROLOL,"2,5 mg",False
65664910,C08CA03,"ICAZ LP 5 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65664910,ISRADIPINE,5 mg,False
65664967,C07AB12,"NEBIVOLOL TEVA 5 mg, comprimé quadrisécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65664967,CHLORHYDRATE DE NÉBIVOLOL,"5,45 mg",False
65665802,L02BX03,"ABIRATERONE ZENTIVA 500 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65665802,ACÉTATE D'ABIRATÉRONE,500 mg,False
65667034,N03AX09,"LAMICTAL 200 mg, comprimé dispersible ou à croquer",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65667034,LAMOTRIGINE,200 mg,False
65667550,C07AA05,"PROPRANOLOL TEVA L P 80 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65667550,PROPRANOLOL (CHLORHYDRATE DE),80 mg,False
65669398,H01CC02,"CEZIBOE 0,25 mg, solution injectable en seringue pré-remplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65669398,CÉTRORÉLIX (ACÉTATE DE),,False
65670272,C09DB04,"TELMISARTAN/AMLODIPINE ARROW 40 mg/10 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65670272,TELMISARTAN,40 mg,False
65670322,M04AA01,"ALLOPURINOL SANDOZ 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65670322,ALLOPURINOL,200 mg,False
65671495,C09AA05,"RAMIPRIL BIOGARAN 1,25 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65671495,RAMIPRIL,"1,25 mg",False
65673980,C07AA07,"SOTALOL VIATRIS 160 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65673980,CHLORHYDRATE DE SOTALOL,160 mg,False
65674790,L01EX01,"SUNITINIB VIATRIS 50 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65674790,SUNITINIB,50 mg,False
65675045,N04BA03,"LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 200 mg/50 mg/200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65675045,LÉVODOPA,200 mg,False
65675166,J05AF07,"TENOFOVIR DISOPROXIL ARROW 245 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65675166,FUMARATE DE TÉNOFOVIR DISOPROXIL,,False
65676300,P02CF01,"IVERMECTINE CRISTERS 3 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65676300,IVERMECTINE,3 mg,False
65676955,L01XA02,"CARBOPLATINE TEVA 10 mg/mL, solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65676955,CARBOPLATINE,10 mg,False
65676987,N05AA01,"LARGACTIL 25 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65676987,CHLORHYDRATE DE CHLORPROMAZINE,"27,87 mg",False
65677893,A10BX02,"REPAGLINIDE TEVA 2 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65677893,RÉPAGLINIDE,2 mg,False
65679296,V09GA01,"STAMICIS 1 mg, trousse pour préparation radiopharmaceutique",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65679296,TÉTRAKIS CUIVRE (TÉTRAFLUOROBORATE DE),1 mg,False
65681660,C08CA01,"AMLODIPINE SANDOZ 5 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65681660,BÉSILATE D'AMLODIPINE,,False
65681906,C03DA04,"INSPRA 50 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65681906,ÉPLÉRÉNONE,50 mg,False
65683309,R03AC03,"TERBUTALINE ARROW 5 mg/2 mL, solution pour inhalation par nébuliseur en récipient unidose",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65683309,SULFATE DE TERBUTALINE,5 mg,False
65685993,J05AE10,"DARUNAVIR BIOGARAN 600 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65685993,DARUNAVIR,600 mg,False
65687841,J01XD01,"METRONIDAZOLE BAXTER 0,5 POUR CENT, solution injectable en poche",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65687841,MÉTRONIDAZOLE,500 mg,False
65690588,J04AK05,"SIRTURO 100 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65690588,FUMARATE DE BÉDAQUILINE,"120,89 mg",False
65691302,N03AX11,"TOPIRAMATE ARROW LAB 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65691302,TOPIRAMATE,200 mg,False
65691327,C10AC01,"QUESTRAN 4 g, poudre orale en sachet",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65691327,CHOLESTYRAMINE,4 g,False
65692742,N05AH04,"QUETIAPINE ARROW LAB LP 50 mg, comprimé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65692742,FUMARATE DE QUÉTIAPINE,"57,560 mg",False
65693901,B01AE07,"PRADAXA 75 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65693901,DABIGATRAN ÉTEXILATE (MÉSILATE DE),"86,48 mg",False
65694106,C09CA06,"CANDESARTAN ARROW LAB 8 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65694106,CANDÉSARTAN CILEXÉTIL,8 mg,False
65694469,J01DC02,"CEFUROXIME ARROW 250 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65694469,CÉFUROXIME AXÉTIL,,False
65696662,C03DA01,"SPIRONOLACTONE CRISTERS 50 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65696662,SPIRONOLACTONE,50 mg,False
65699110,C07AB07,"BISOPROLOL REF 2,5 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65699110,FUMARATE DE BISOPROLOL,"2,5 mg",False
65700541,B02BD02,"KOVALTRY 500 UI, poudre et solvant pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65700541,OCTOCOG ALFA ,500 UI,False
65700648,N02BF01,"GABAPENTINE ZYDUS FRANCE 800 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65700648,GABAPENTINE,800 mg,False
65705588,H02AA02,"FLUDROCORTISONE ACETATE ACCORD 0,1 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65705588,ACÉTATE DE FLUDROCORTISONE,"0,1 mg",False
65706277,H03AA01,"L-THYROXIN HENNING 137 microgrammes, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65706277,LÉVOTHYROXINE SODIQUE,,False
65707219,C01DX12,"MOLSIDOMINE BIOGARAN 4 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65707219,MOLSIDOMINE,4 mg,False
65708666,N05AL05,"AMISULPRIDE BIOGARAN 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65708666,AMISULPRIDE,100 mg,False
65708755,L01EB02,"ERLOTINIB BIOGARAN 100 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65708755,CHLORHYDRATE D'ERLOTINIB,,False
65714530,J01FA10,"AZADOSE 600 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65714530,AZITHROMYCINE DIHYDRATÉE,"628,930 mg",False
65715931,H02AB01,"BETAMETHASONE ARROW 2 mg, comprimé dispersible sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65715931,BÉTAMÉTHASONE,2 mg,False
65716353,J05AG03,"EFAVIRENZ ARROW 600 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65716353,ÉFAVIRENZ,600 mg,False
65716809,L01EJ02,"INREBIC 100 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65716809,DICHLORHYDRATE DE FÉDRATINIB MONOHYDRATÉ,,False
65722018,C09BB02,"ENALAPRIL/LERCANIDIPINE EG 20 mg/20 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65722018,MALÉATE D'ÉNALAPRIL,20 mg,False
65722331,M03AC11,"CISATRACURIUM VIATRIS 2 mg/ml, solution injectable/pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65722331,BÉSILATE DE CISATRACURIUM,"2,68 mg",False
65724318,V03AB04,"CONTRATHION 2 %, poudre et solvant pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65724318,PRALIDOXIME (MÉTHYLSULFATE DE),"3,225 g",False
65726148,R03DC03,"MONTELUKAST ZYDUS 5 mg, comprimé à croquer",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65726148,MONTÉLUKAST SODIQUE,,False
65726536,C08CA06,"NIMOTOP 30 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65726536,NIMODIPINE,30 mg,False
65727136,C09AA05,"RAMIPRIL VIATRIS 1,25 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65727136,RAMIPRIL,"1,25 mg",False
65727442,B01AB05,"ENOXAPARINE CRUSIA 8 000 UI (80 mg)/0,8 mL, solution injectable en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65727442,ÉNOXAPARINE SODIQUE ,80 mg,False
65728238,G04BD08,"SOLIFENACINE ACCORD 10 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65728238,SUCCINATE DE SOLIFÉNACINE,10 mg,False
65728537,C08CA11,"IPERTEN 20 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65728537,CHLORHYDRATE DE MANIDIPINE,20 mg,False
65728601,C08CA01,"AMLODIPINE BIOGARAN 5 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65728601,BÉSILATE D'AMLODIPINE,,False
65729112,L01EA02,"DASATINIB VIATRIS 70 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65729112,DASATINIB,70 mg,False
65731654,J02AC03,"VORICONAZOLE TEVA 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65731654,VORICONAZOLE,200 mg,False
65731907,L02BX03,"ABIRATERONE ARROW 500 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65731907,ACÉTATE D'ABIRATÉRONE,500 mg,False
65737881,C10AA07,"ROSUVASTATINE VIATRIS 20 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65737881,ROSUVASTATINE CALCIQUE,,False
65738008,N07BC02,"METHADONE AP-HP 40 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65738008,CHLORHYDRATE DE MÉTHADONE,40 mg,False
65738047,L02AE02,"ENANTONE LP 30 mg, poudre et solvant pour suspension injectable (S.C.) à libération prolongée en seringue-pré-remplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65738047,ACÉTATE DE LEUPRORÉLINE,30 mg,False
65739590,L04AK01,"ARAVA 20 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65739590,LÉFLUNOMIDE,20 mg,False
65740030,M05BA07,"ACTONEL 75 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65740030,RISÉDRONATE MONOSODIQUE ANHYDRE,75 mg,False
65740589,N07BC01,"BUPRENORPHINE VIATRIS 1 mg, comprimé sublingual",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65740589,CHLORHYDRATE DE BUPRÉNORPHINE,,False
65740799,J01FA10,"ZITHROMAX 250 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65740799,AZITHROMYCINE DIHYDRATÉE,"262,05 mg",False
65741417,A10AB05,"FIASP FLEXTOUCH 100 unités/ml, solution injectable en stylo prérempli",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65741417,INSULINE ASPARTE ,100 unités dinsuline asparte,False
65742330,C10AA05,"ATORVASTATINE EVOLUGEN 40 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65742330,ATORVASTATINE CALCIQUE TRIHYDRATÉE,"43,32 mg",False
65742661,H01CB02,"OCTREOTIDE ARROW 50 microgrammes/1 mL, solution injectable/pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65742661,ACÉTATE D'OCTRÉOTIDE,,False
65743852,L04AA06,"MYCOPHENOLATE MOFETIL SANDOZ 250 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65743852,MYCOPHÉNOLATE MOFÉTIL,250 mg,False
65751183,C09BA05,"RAMIPRIL/HYDROCHLOROTHIAZIDE SANDOZ 5 mg/12,5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65751183,HYDROCHLOROTHIAZIDE,"12,5 mg",False
65751500,V04CH02,"CARMYNE 40 mg/5 mL, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65751500,INDIGOTINE,40 mg,False
65755751,C09BB04,"PERINDOPRIL TERT-BUTYLAMINE/AMLODIPINE VIATRIS 8 mg/10 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65755751,PÉRINDOPRIL TERT-BUTYLAMINE,8 mg,False
65756419,C09CA03,"VALSARTAN CRISTERS 40 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65756419,VALSARTAN,40 mg,False
65761302,N05AH04,"QUETIAPINE EG LP 400 mg, comprimé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65761302,FUMARATE DE QUÉTIAPINE,,False
65763132,B01AF01,"XARELTO 10 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65763132,RIVAROXABAN,10 mg,False
65764558,N05AH02,"CLOZAPINE ZENTIVA 100 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65764558,CLOZAPINE,100 mg,False
65765546,H01BB02,"OXYTOCINE MEDISOL 5 UI/1 ml, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65765546,OXYTOCINE,5 UI,False
65766192,A10BJ06,"OZEMPIC 0,25 mg, solution injectable en stylo prérempli",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65766192,SÉMAGLUTIDE ,"0,25 mg",False
65766872,C10AX18,"WAYLIVRA 285 mg, solution injectable en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65766872,VOLANÉSORSEN SODIQUE,300 mg,False
65768058,J05AR09,"STRIBILD 150 mg/150 mg/200 mg/245 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65768058,COBICISTAT,150 mg,False
65770931,C09BA04,"PERINDOPRIL/INDAPAMIDE BIOGARAN 4 mg/1,25 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65770931,INDAPAMIDE,"1,25 mg",False
65771499,L01DB01,"ADRIBLASTINE 10 mg, poudre pour solution injectable en flacon",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65771499,DOXORUBICINE (CHLORHYDRATE DE),10 mg,False
65771677,N05AH03,"OLANZAPINE TEVA 5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65771677,OLANZAPINE,5 mg,False
65772003,N03AX09,"LAMOTRIGINE VIATRIS 50 mg, comprimé dispersible",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65772003,LAMOTRIGINE,50 mg,False
65772900,V08AB07,"OPTIRAY 350 (350 mg I/mL), solution injectable en flacon",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65772900,IOVERSOL,"74,2 g",False
65773219,S01ED51,"TRAVOPROST/TIMOLOL ARROW 40 microgrammes/5 mg par mL, collyre en solution",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65773219,MALÉATE DE TIMOLOL,,False
65775864,J05AB11,"VALACICLOVIR ARROW 500 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65775864,CHLORHYDRATE DE VALACICLOVIR,,False
65777648,A02BC04,"RABEPRAZOLE SANDOZ 20 mg, comprimé gastro-résistant",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65777648,RABÉPRAZOLE SODIQUE,20 mg,False
65779001,R03AC02,"VENTILASTIN NOVOLIZER 100 microgrammes/dose, poudre pour inhalation",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65779001,SULFATE DE SALBUTAMOL,120 microgrammes,False
65780473,C09CA03,"VALSARTAN EG 80 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65780473,VALSARTAN,80 mg,False
65781618,C01EB17,"IVABRADINE VIATRIS 7,5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65781618,OXALATE D'IVABRADINE,"8,941 mg",False
65782652,J07BC01,"ENGERIX B 10 microgrammes/0,5 mL, suspension injectable en seringue préremplie. Vaccin de l'hépatite B (ADNr), (adsorbé) (VHB)",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65782652,ANTIGÈNE  DE SURFACE DE L'HÉPATITE B RECOMBINANT  ,10 microgrammes,False
65786907,J01CR02,"AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65786907,AMOXICILLINE TRIHYDRATÉE,,False
65786914,J01XC01,"FUSIDATE DE SODIUM VIATRIS 250 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65786914,FUSIDATE DE SODIUM,250 mg,False
65787731,L04AX03,"IMENOR 10 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65787731,MÉTHOTREXATE DISODIQUE,,False
65788737,H02AB06,"PREDNISOLONE SANDOZ 20 mg, comprimé orodispersible",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=65788737,MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,"31,44 mg",False
