FlowID,ProductKey,WarehouseKey,CharityKey,DateKey,InspectionDateKey,DonationDateKey,FlowStage,Quantity,UnitValue,LogisticsCost,RepairCost,TaxCreditEarned,DestructionCost,BATCH_ID,IMPORT_TIMESTAMP,SOURCE_SYSTEM,RECORD_HASH
2971,1066,3,,2023-10-24,,,Warehouse,14,38.46,82.99,0.0,0.0,0.0,B-701300,2025-01-02 22:07:52,MANUAL_ENTRY,1d56f594
2972,1013,2,,2022-08-18,,,Store,14,110.27,204.03,0.0,0.0,0.0,B-343503,2025-01-18 11:04:20,LEGACY_ERP,21575cf3
2973,1036,7,,2024-10-09,2024-10-19,,Destroyed,21,34.7,265.2,0.0,0.0,187.93,B-738079,2025-01-18 06:32:47,SAP_WMS,a4b411c
2974,1074,4,,2023-06-15,2023-06-24,,Damaged,23,82.6,54.35,0.0,0.0,0.0,B-549132,2025-01-02 07:58:40,LEGACY_ERP,35bd6be4
2975,1044,7,103,2023-02-20,2023-02-27,2023-03-04,Donated,7,36.12,139.95,156.4,396.02,0.0,B-906676,2025-01-11 14:03:21,SAP_WMS,1a3c348e
2976,1043,8,108,2024-12-22,2024-12-27,2024-12-25,Donated,21,247.01,58.82,226.2,3977.57,0.0,B-382427,2025-01-22 23:55:58,SAP_WMS,23a7d8a6
2977,1011,7,111,2022-08-14,2022-08-24,2022-09-08,Donated,24,167.1,434.19,676.49,2845.73,0.0,B-496187,2025-01-19 14:47:16,LEGACY_ERP,20b5d82c
2978,1023,4,,2025-07-19,2025-07-26,,Damaged,7,51.46,128.25,0.0,0.0,0.0,B-392667,2025-01-16 17:48:28,MANUAL_ENTRY,11d3d059
2979,1052,2,,2025-03-14,2025-03-18,,Destroyed,7,118.52,52.56,0.0,0.0,71.18,B-699692,2025-01-09 02:49:50,MANUAL_ENTRY,11349034
2980,1028,3,,2024-11-11,2024-11-19,,Destroyed,1,47.85,21.6,0.0,0.0,9.88,B-352342,2025-01-22 18:16:55,MANUAL_ENTRY,c06f845
2981,1064,6,,2023-07-17,,,Store,9,37.95,21.48,0.0,0.0,0.0,B-272162,2025-01-11 17:57:33,SAP_WMS,b6f5637
2982,1033,1,102,2022-04-15,2022-04-19,2022-05-04,Donated,12,81.39,52.97,70.08,1048.97,0.0,B-300051,2025-01-11 21:19:55,MANUAL_ENTRY,68a81f3
2983,1039,8,101,2025-04-01,2025-04-11,2025-04-17,Donated,18,82.22,138.73,284.56,1365.01,0.0,B-557898,2025-01-21 04:05:12,SAP_WMS,37d89003
2984,1046,1,,2024-12-10,2024-12-20,,Damaged,18,58.09,240.12,0.0,0.0,0.0,B-406364,2025-01-21 06:19:28,LEGACY_ERP,931e85b
2985,1067,3,,2023-03-08,,,Warehouse,6,24.53,42.64,0.0,0.0,0.0,B-285695,2025-01-17 19:50:41,MANUAL_ENTRY,187cb719
2986,1050,8,,2025-09-22,,,Store,7,88.7,17.28,0.0,0.0,0.0,B-117245,2025-01-28 17:18:24,SAP_WMS,c8f865e
2987,1060,3,,2024-03-18,2024-03-23,,Destroyed,5,115.48,76.26,0.0,0.0,15.64,B-524909,2025-01-10 19:03:32,LEGACY_ERP,3810bd75
2988,1063,5,,2025-03-15,,,Warehouse,3,59.36,41.4,0.0,0.0,0.0,B-366471,2025-01-28 20:45:14,MANUAL_ENTRY,82c43b0
2989,1029,2,106,2022-05-06,2022-05-10,2022-05-22,Donated,23,67.58,178.53,399.31,1046.87,0.0,B-250656,2025-01-17 08:23:53,LEGACY_ERP,198bd380
2990,1009,5,,2022-01-06,2022-01-14,,Repair,11,24.9,51.95,356.55,0.0,0.0,B-702865,2025-01-12 02:48:53,SAP_WMS,2e86f4f4
2991,1000,5,,2024-12-15,2024-12-23,,Damaged,2,144.55,25.77,0.0,0.0,0.0,B-875708,2025-01-22 01:11:55,LEGACY_ERP,65a448e
2992,1037,7,,2025-04-25,,,Warehouse,4,66.76,55.83,0.0,0.0,0.0,B-451797,2025-01-07 16:53:40,MANUAL_ENTRY,cbdcd27
2993,1048,3,,2023-10-02,,,Store,1,109.15,13.5,0.0,0.0,0.0,B-672196,2025-01-18 09:20:30,SAP_WMS,3aef1878
2994,1018,2,,2024-05-31,,,Store,6,68.7,134.4,0.0,0.0,0.0,B-321731,2025-01-25 16:36:12,LEGACY_ERP,16fd47cb
2995,1032,1,,2024-08-01,,,Warehouse,3,15.12,52.68,0.0,0.0,0.0,B-586596,2025-01-25 05:39:33,LEGACY_ERP,77ebcf3
2996,1021,4,106,2025-09-16,2025-09-25,2025-10-02,Donated,12,20.88,209.97,329.65,421.63,0.0,B-667162,2025-01-11 07:59:14,MANUAL_ENTRY,12b59461
2997,1015,8,,2022-06-15,,,Store,19,53.66,374.04,0.0,0.0,0.0,B-871272,2025-01-26 02:10:36,MANUAL_ENTRY,3270c38e
2998,1021,5,,2025-03-31,,,Store,1,23.89,20.76,0.0,0.0,0.0,B-804091,2025-01-18 02:22:50,MANUAL_ENTRY,118b57fe
2999,1006,6,,2022-10-12,,,Warehouse,15,114.01,325.68,0.0,0.0,0.0,B-226036,2025-01-27 05:26:38,LEGACY_ERP,1099a130
3000,1042,1,102,2023-11-02,2023-11-05,2023-11-13,Donated,16,114.38,102.72,553.69,2501.18,0.0,B-729968,2025-01-10 07:03:15,MANUAL_ENTRY,35fc7535
3001,1021,6,102,2022-04-04,2022-04-09,2022-05-02,Donated,6,37.28,88.53,138.06,210.82,0.0,B-630399,2025-01-10 09:03:48,MANUAL_ENTRY,14ce738c
3002,1061,7,,2023-12-28,,,Store,20,16.76,330.24,0.0,0.0,0.0,B-983925,2025-01-24 17:48:22,MANUAL_ENTRY,278806a9
3003,1002,4,,2023-04-06,2023-04-09,,Destroyed,17,43.05,75.91,0.0,0.0,89.96,B-531452,2025-01-21 07:53:08,MANUAL_ENTRY,2f7ca125
3004,1005,6,,2022-02-11,,,Store,2,35.26,13.05,0.0,0.0,0.0,B-803668,2025-01-17 15:42:06,LEGACY_ERP,2b5f2b18
3005,1003,6,,2022-08-30,2022-09-01,,Repair,7,87.62,33.6,70.78,0.0,0.0,B-606779,2025-01-09 09:16:30,MANUAL_ENTRY,322d222f
3006,1029,2,,2025-11-17,,,Warehouse,4,34.2,58.89,0.0,0.0,0.0,B-848952,2025-01-01 00:12:45,LEGACY_ERP,1cc7823c
3007,1050,5,,2024-12-21,2024-12-26,,Damaged,22,123.61,167.21,0.0,0.0,0.0,B-918657,2025-01-09 19:24:25,LEGACY_ERP,6465bbc
3008,1056,3,,2023-03-25,2023-03-31,,Damaged,24,57.41,56.36,0.0,0.0,0.0,B-933542,2025-01-16 08:06:09,SAP_WMS,29b18a20
3009,1013,1,,2023-01-31,2023-02-04,,Damaged,20,125.85,195.84,0.0,0.0,0.0,B-999246,2025-01-05 17:43:37,MANUAL_ENTRY,1802cf52
3010,1000,5,,2023-03-19,2023-03-23,,Repair,25,103.82,314.25,426.62,0.0,0.0,B-911760,2025-01-23 10:30:28,LEGACY_ERP,e6f1922
3011,1055,7,,2025-02-22,,,Store,18,69.3,411.03,0.0,0.0,0.0,B-876538,2025-01-04 13:12:25,LEGACY_ERP,2772a398
3012,1008,8,,2023-10-08,,,Warehouse,21,87.08,111.74,0.0,0.0,0.0,B-355962,2025-01-16 12:56:17,SAP_WMS,2cfd12e8
3013,1065,4,,2025-06-09,,,Store,7,32.42,162.51,0.0,0.0,0.0,B-475281,2025-01-08 19:23:08,MANUAL_ENTRY,32a4f8d8
3014,1050,1,,2024-12-04,2024-12-14,,Repair,12,168.8,37.55,276.03,0.0,0.0,B-348239,2025-01-10 22:55:01,SAP_WMS,b57906d
3015,1032,8,,2023-09-16,2023-09-25,,Damaged,11,20.59,119.91,0.0,0.0,0.0,B-785982,2025-01-15 14:02:17,MANUAL_ENTRY,2d61be97
3016,1005,7,,2024-07-28,2024-08-05,,Repair,20,67.41,77.2,593.73,0.0,0.0,B-452732,2025-01-19 15:28:14,MANUAL_ENTRY,1e98d5be
3017,1012,1,,2025-09-20,,,Store,22,51.25,77.11,0.0,0.0,0.0,B-315580,2025-01-13 17:57:54,MANUAL_ENTRY,2b1dba65
3018,1012,1,110,2024-11-28,2024-12-05,2024-12-16,Donated,1,56.48,3.76,8.29,60.78,0.0,B-770173,2025-01-09 06:02:30,MANUAL_ENTRY,104caa83
3019,1013,8,,2025-09-17,2025-09-25,,Damaged,3,213.71,54.57,0.0,0.0,0.0,B-704161,2025-01-19 03:24:20,MANUAL_ENTRY,2391044c
3020,1023,4,,2024-04-20,,,Store,25,23.78,181.56,0.0,0.0,0.0,B-664163,2025-01-28 10:28:35,MANUAL_ENTRY,20d04409
3021,1057,2,,2022-10-25,2022-11-04,,Damaged,16,148.3,98.65,0.0,0.0,0.0,B-680100,2025-01-05 18:53:07,SAP_WMS,255af3b6
3022,1071,6,,2025-08-21,,,Store,19,78.91,440.7,0.0,0.0,0.0,B-754857,2025-01-13 00:40:33,LEGACY_ERP,c5afa4c
3023,1044,6,,2024-01-24,,,Store,23,68.24,231.93,0.0,0.0,0.0,B-391609,2025-01-07 14:57:26,SAP_WMS,de52509
3024,1067,6,,2024-01-25,2024-02-02,,Repair,16,29.39,34.09,474.36,0.0,0.0,B-975151,2025-01-09 08:35:45,SAP_WMS,174dab9b
3025,1039,1,,2022-01-10,,,Warehouse,24,97.4,87.13,0.0,0.0,0.0,B-487544,2025-01-14 01:09:15,SAP_WMS,93816c9
3026,1054,5,,2022-03-24,2022-04-01,,Damaged,20,127.4,98.35,0.0,0.0,0.0,B-269165,2025-01-06 23:35:32,MANUAL_ENTRY,1b17b524
3027,1039,3,111,2024-07-17,2024-07-21,2024-08-04,Donated,24,105.87,86.5,836.32,1820.02,0.0,B-493041,2025-01-04 20:58:38,LEGACY_ERP,32192930
3028,1024,7,,2024-04-15,2024-04-22,,Repair,11,48.07,87.46,201.97,0.0,0.0,B-976412,2025-01-15 17:44:42,MANUAL_ENTRY,15898a62
3029,1061,2,,2022-05-03,2022-05-07,,Destroyed,11,18.7,103.14,0.0,0.0,91.11,B-848627,2025-01-19 01:50:27,MANUAL_ENTRY,3994f505
3030,1063,8,,2022-09-04,2022-09-07,,Repair,7,38.63,132.06,35.42,0.0,0.0,B-335299,2025-01-23 00:16:03,SAP_WMS,1c5f7638
3031,1048,1,,2022-04-06,,,Store,7,88.08,155.46,0.0,0.0,0.0,B-516122,2025-01-28 15:29:22,SAP_WMS,24b30fdf
3032,1000,8,,2022-08-15,2022-08-24,,Destroyed,15,69.83,245.43,0.0,0.0,140.39,B-550860,2025-01-07 23:20:00,LEGACY_ERP,38f3f2d6
3033,1037,3,,2025-11-27,2025-11-29,,Damaged,19,71.26,360.48,0.0,0.0,0.0,B-320892,2025-01-17 17:40:06,LEGACY_ERP,33feb857
3034,1052,8,,2024-03-25,,,Warehouse,6,163.83,42.53,0.0,0.0,0.0,B-250823,2025-01-24 11:19:15,SAP_WMS,1f52501f
3035,1029,2,,2023-10-15,2023-10-24,,Damaged,14,28.5,152.73,0.0,0.0,0.0,B-538872,2025-01-02 09:24:51,LEGACY_ERP,26c0987d
3036,1020,1,,2025-10-28,,,Store,20,106.06,42.57,0.0,0.0,0.0,B-212721,2025-01-11 22:50:44,LEGACY_ERP,80f8308
3037,1023,7,,2022-05-13,,,Store,1,61.27,18.63,0.0,0.0,0.0,B-594156,2025-01-08 02:55:08,SAP_WMS,38b5c90a
3038,1007,7,,2024-02-26,2024-03-03,,Damaged,13,160.14,101.67,0.0,0.0,0.0,B-440076,2025-01-08 23:40:11,LEGACY_ERP,ffe6f61
3039,1014,7,,2025-03-03,,,Store,11,72.7,110.28,0.0,0.0,0.0,B-624895,2025-01-24 13:58:04,LEGACY_ERP,292b8825
3040,1001,6,105,2025-02-08,2025-02-13,2025-02-25,Donated,8,66.93,62.85,164.63,779.66,0.0,B-334438,2025-01-13 14:54:35,MANUAL_ENTRY,29ce68f4
3041,1049,5,,2024-01-01,,,Store,12,44.2,33.6,0.0,0.0,0.0,B-224930,2025-01-01 14:00:47,LEGACY_ERP,308ef933
3042,1046,8,,2022-01-18,2022-01-25,,Damaged,6,38.27,103.26,0.0,0.0,0.0,B-517834,2025-01-18 15:56:51,LEGACY_ERP,1879ab09
3043,1011,3,,2023-01-27,,,Store,22,158.57,364.32,0.0,0.0,0.0,B-832596,2025-01-18 18:27:41,SAP_WMS,1a4f6588
3044,1071,7,,2025-05-07,,,Store,13,67.86,135.69,0.0,0.0,0.0,B-136691,2025-01-13 20:11:21,MANUAL_ENTRY,1c1818b9
3045,1008,6,,2022-06-28,2022-07-07,,Damaged,25,138.99,192.72,0.0,0.0,0.0,B-480875,2025-01-03 18:12:30,MANUAL_ENTRY,15fd7b53
3046,1075,6,,2023-03-23,,,Warehouse,6,28.82,85.08,0.0,0.0,0.0,B-902403,2025-01-28 08:51:55,LEGACY_ERP,27e0bff6
3047,1002,2,,2025-07-02,2025-07-08,,Destroyed,14,50.13,85.77,0.0,0.0,56.11,B-193511,2025-01-13 08:43:24,SAP_WMS,1a6e3263
3048,1019,7,,2023-11-18,,,Store,5,171.46,13.83,0.0,0.0,0.0,B-374422,2025-01-25 14:02:47,MANUAL_ENTRY,269aab2a
3049,1012,1,,2022-08-08,,,Store,23,65.82,60.92,0.0,0.0,0.0,B-564234,2025-01-03 19:35:34,LEGACY_ERP,8bf91ce
3050,1071,5,,2023-05-20,2023-05-23,,Damaged,10,95.46,159.69,0.0,0.0,0.0,B-521370,2025-01-17 03:31:48,MANUAL_ENTRY,15f19a84
3051,1001,1,109,2024-12-03,2024-12-05,2025-01-02,Donated,11,80.86,55.99,321.12,1072.04,0.0,B-786171,2025-01-17 01:34:07,LEGACY_ERP,6fd50d6
3052,1024,4,111,2023-08-02,2023-08-04,2023-08-08,Donated,1,39.99,4.04,6.0,47.66,0.0,B-844702,2025-01-08 10:41:33,MANUAL_ENTRY,3aabc594
3053,1055,1,,2025-07-23,,,Store,4,144.95,80.01,0.0,0.0,0.0,B-201935,2025-01-14 22:26:36,LEGACY_ERP,20b6b6a2
3054,1002,3,,2025-07-27,,,Warehouse,10,79.97,74.34,0.0,0.0,0.0,B-969751,2025-01-14 08:09:32,SAP_WMS,f7fa043
3055,1044,4,,2024-03-23,2024-04-02,,Destroyed,2,74.88,28.44,0.0,0.0,20.56,B-921476,2025-01-27 08:37:57,MANUAL_ENTRY,34522139
3056,1041,2,,2022-12-19,2022-12-24,,Damaged,19,51.6,54.94,0.0,0.0,0.0,B-859162,2025-01-27 08:47:27,LEGACY_ERP,20aa270b
3057,1045,8,108,2022-09-03,2022-09-06,2022-09-26,Donated,13,76.88,53.64,396.74,1405.56,0.0,B-399273,2025-01-19 19:22:54,SAP_WMS,195d9c91
3058,1030,7,,2023-08-19,2023-08-27,,Repair,13,46.93,141.33,80.39,0.0,0.0,B-859284,2025-01-23 18:56:20,SAP_WMS,38cbcd30
3059,1016,3,,2023-04-09,,,Warehouse,5,119.63,39.8,0.0,0.0,0.0,B-679426,2025-01-16 12:16:06,SAP_WMS,206816fe
3060,1012,4,105,2025-10-03,2025-10-09,2025-10-21,Donated,12,49.88,82.66,395.68,729.36,0.0,B-516138,2025-01-04 16:47:00,MANUAL_ENTRY,1aa0782f
3061,1064,4,,2025-03-26,,,Store,2,31.74,10.22,0.0,0.0,0.0,B-764261,2025-01-27 08:53:09,MANUAL_ENTRY,2edc5811
3062,1060,6,,2025-03-02,2025-03-06,,Damaged,17,49.54,140.25,0.0,0.0,0.0,B-741636,2025-01-13 11:24:39,SAP_WMS,1156a008
3063,1047,7,,2022-10-18,2022-10-26,,Destroyed,14,157.74,257.46,0.0,0.0,59.5,B-186934,2025-01-26 05:30:21,SAP_WMS,163c9b21
3064,1015,4,105,2025-06-09,2025-06-18,2025-07-02,Donated,23,83.6,449.58,352.63,1440.31,0.0,B-961081,2025-01-24 01:10:57,SAP_WMS,26d9f999
3065,1002,2,,2024-07-19,2024-07-27,,Damaged,22,34.44,172.46,0.0,0.0,0.0,B-410588,2025-01-12 00:08:47,LEGACY_ERP,303c2b6c
3066,1073,5,,2023-07-02,2023-07-07,,Damaged,25,47.7,314.13,0.0,0.0,0.0,B-979691,2025-01-21 09:44:15,MANUAL_ENTRY,aa59265
3067,1003,4,106,2023-01-17,2023-01-25,2023-02-15,Donated,24,115.31,148.83,715.43,1887.26,0.0,B-998362,2025-01-19 20:03:56,LEGACY_ERP,20f865f6
3068,1062,5,,2024-08-21,2024-08-23,,Damaged,21,68.98,59.1,0.0,0.0,0.0,B-202333,2025-01-03 21:55:03,LEGACY_ERP,60f0ed3
3069,1070,4,,2024-11-09,,,Store,24,40.69,115.43,0.0,0.0,0.0,B-513433,2025-01-01 02:41:34,LEGACY_ERP,23f64c06
3070,1060,6,,2025-08-12,,,Store,24,61.78,546.81,0.0,0.0,0.0,B-440265,2025-01-07 18:14:39,SAP_WMS,e883a57
3071,1033,3,107,2024-01-08,2024-01-14,2024-01-25,Donated,16,75.36,77.78,449.58,1398.62,0.0,B-807215,2025-01-11 01:10:06,MANUAL_ENTRY,39733910
3072,1066,6,,2023-01-18,,,Warehouse,10,24.75,51.58,0.0,0.0,0.0,B-136538,2025-01-08 22:24:12,MANUAL_ENTRY,14b2ff86
3073,1074,7,104,2025-12-28,2025-12-30,2026-01-05,Donated,16,126.73,84.03,322.64,1611.65,0.0,B-934479,2025-01-22 09:29:21,MANUAL_ENTRY,2e03e059
3074,1075,4,100,2024-01-25,2024-01-30,2024-02-09,Donated,20,48.83,231.99,551.69,825.96,0.0,B-286288,2025-01-17 10:15:08,MANUAL_ENTRY,2edabed7
3075,1006,3,,2023-10-12,,,Store,3,131.98,64.02,0.0,0.0,0.0,B-838278,2025-01-21 15:37:18,LEGACY_ERP,35b67adb
3076,1056,8,,2024-12-11,2024-12-21,,Repair,3,54.7,15.36,83.55,0.0,0.0,B-325705,2025-01-23 13:47:58,SAP_WMS,145969fe
3077,1073,6,109,2025-06-20,2025-06-23,2025-06-27,Donated,25,37.71,436.74,858.61,1533.6,0.0,B-687491,2025-01-11 23:28:11,SAP_WMS,2e71b21b
3078,1042,1,,2022-06-28,2022-07-06,,Repair,15,99.68,49.24,294.34,0.0,0.0,B-807457,2025-01-07 16:58:50,MANUAL_ENTRY,1e389bdb
3079,1045,5,111,2025-02-26,2025-03-08,2025-03-16,Donated,16,121.86,97.18,353.69,1729.92,0.0,B-261167,2025-01-26 04:01:02,MANUAL_ENTRY,33eb3625
3080,1015,1,,2022-03-03,,,Warehouse,9,82.47,82.83,0.0,0.0,0.0,B-800244,2025-01-14 19:03:25,SAP_WMS,1a6c7261
3081,1010,6,,2024-09-27,,,Store,11,154.65,29.11,0.0,0.0,0.0,B-904487,2025-01-25 01:36:44,LEGACY_ERP,2275c0da
3082,1012,1,,2025-09-21,2025-09-28,,Repair,1,61.68,6.28,23.93,0.0,0.0,B-607245,2025-01-06 08:10:42,SAP_WMS,24ebfae6
3083,1037,7,,2024-05-17,,,Store,22,47.85,182.88,0.0,0.0,0.0,B-641352,2025-01-07 01:22:07,LEGACY_ERP,dea5ea3
3084,1075,8,104,2022-11-15,2022-11-20,2022-11-24,Donated,3,34.18,27.72,34.54,123.89,0.0,B-553005,2025-01-15 11:43:28,MANUAL_ENTRY,24f0bea8
3085,1063,8,,2023-03-12,,,Store,24,24.95,483.99,0.0,0.0,0.0,B-937986,2025-01-27 10:34:54,LEGACY_ERP,1a9c84ae
3086,1006,4,,2025-09-25,,,Warehouse,10,118.66,187.59,0.0,0.0,0.0,B-728375,2025-01-03 08:00:30,LEGACY_ERP,ac2e10a
3087,1023,1,,2024-04-25,,,Warehouse,22,49.0,524.55,0.0,0.0,0.0,B-604752,2025-01-27 08:25:25,MANUAL_ENTRY,20590a4a
3088,1077,8,,2025-10-01,,,Store,5,71.15,33.81,0.0,0.0,0.0,B-886411,2025-01-03 14:07:48,SAP_WMS,18827827
3089,1029,6,,2024-03-09,2024-03-11,,Damaged,22,32.68,452.64,0.0,0.0,0.0,B-465182,2025-01-25 06:24:59,MANUAL_ENTRY,1dc00e57
3090,1018,6,,2023-10-30,2023-11-07,,Damaged,24,87.86,461.91,0.0,0.0,0.0,B-435728,2025-01-24 00:30:35,SAP_WMS,35b64555
3091,1007,8,,2022-12-27,2023-01-05,,Repair,8,185.79,47.32,111.41,0.0,0.0,B-381049,2025-01-24 13:47:43,SAP_WMS,11b2eef6
3092,1048,2,,2023-06-18,2023-06-26,,Repair,21,113.38,424.11,233.9,0.0,0.0,B-348025,2025-01-04 18:25:11,LEGACY_ERP,1b51f85e
3093,1050,5,,2023-06-08,,,Store,25,103.34,55.74,0.0,0.0,0.0,B-760128,2025-01-20 10:25:56,LEGACY_ERP,13e4df98
3094,1002,1,,2025-08-28,2025-08-31,,Damaged,13,70.67,37.32,0.0,0.0,0.0,B-156431,2025-01-12 21:04:24,LEGACY_ERP,9935a2a
3095,1057,8,108,2025-12-29,2026-01-01,2026-01-04,Donated,2,78.44,14.45,60.36,222.68,0.0,B-785806,2025-01-12 06:55:59,MANUAL_ENTRY,34a58406
3096,1060,4,,2025-05-22,2025-05-26,,Damaged,6,121.68,88.14,0.0,0.0,0.0,B-724633,2025-01-11 18:47:34,LEGACY_ERP,2229c354
3097,1058,8,,2025-11-28,,,Warehouse,12,98.59,45.47,0.0,0.0,0.0,B-848921,2025-01-25 01:30:05,SAP_WMS,325676bb
3098,1075,7,,2025-06-01,2025-06-05,,Destroyed,4,60.87,47.46,0.0,0.0,37.34,B-601490,2025-01-01 01:42:08,MANUAL_ENTRY,15c96e73
3099,1027,2,,2023-03-11,2023-03-17,,Destroyed,13,47.34,65.73,0.0,0.0,61.82,B-264211,2025-01-03 07:27:48,MANUAL_ENTRY,283f838c
3100,1036,2,,2024-01-07,2024-01-10,,Damaged,3,69.93,55.44,0.0,0.0,0.0,B-281174,2025-01-23 20:41:23,SAP_WMS,34323939
3101,1075,6,,2024-04-27,2024-05-04,,Destroyed,16,34.52,221.49,0.0,0.0,190.23,B-729181,2025-01-06 04:14:44,LEGACY_ERP,1d193454
3102,1016,6,,2025-02-13,2025-02-21,,Damaged,1,59.67,7.22,0.0,0.0,0.0,B-921910,2025-01-22 04:49:09,MANUAL_ENTRY,37c4bfd8
3103,1022,4,,2023-04-28,2023-05-07,,Damaged,5,89.29,78.9,0.0,0.0,0.0,B-622036,2025-01-04 11:46:57,SAP_WMS,1c689033
3104,1076,7,,2023-09-08,2023-09-14,,Damaged,6,77.44,80.34,0.0,0.0,0.0,B-623068,2025-01-09 13:17:43,LEGACY_ERP,1a8077ec
3105,1004,8,,2025-11-02,,,Store,17,132.46,59.03,0.0,0.0,0.0,B-228873,2025-01-18 11:46:43,SAP_WMS,27a55b8b
3106,1069,1,,2025-01-10,2025-01-17,,Damaged,13,56.07,251.16,0.0,0.0,0.0,B-883468,2025-01-22 10:34:07,MANUAL_ENTRY,6ba1f02
3107,1040,1,,2022-08-11,,,Warehouse,21,134.0,336.18,0.0,0.0,0.0,B-540891,2025-01-16 19:31:51,LEGACY_ERP,16317ee4
3108,1063,7,,2022-06-12,2022-06-22,,Repair,15,57.62,233.49,422.38,0.0,0.0,B-495237,2025-01-07 12:50:40,LEGACY_ERP,1ed5b7a2
3109,1042,4,,2023-03-26,,,Store,15,194.43,69.84,0.0,0.0,0.0,B-528263,2025-01-08 06:30:36,SAP_WMS,ff5567f
3110,1055,3,,2024-10-25,,,Warehouse,3,65.85,36.63,0.0,0.0,0.0,B-608478,2025-01-10 06:35:56,MANUAL_ENTRY,25e12e32
3111,1031,5,,2023-10-04,,,Warehouse,6,54.85,16.15,0.0,0.0,0.0,B-435010,2025-01-21 00:16:30,SAP_WMS,360f4140
3112,1053,1,,2025-07-02,2025-07-06,,Damaged,21,227.25,339.06,0.0,0.0,0.0,B-382781,2025-01-12 18:31:28,SAP_WMS,202e3c86
3113,1048,1,,2025-03-17,2025-03-20,,Damaged,24,107.21,548.28,0.0,0.0,0.0,B-197657,2025-01-15 09:31:46,SAP_WMS,1ed91338
3114,1055,6,,2023-02-24,2023-03-05,,Repair,21,126.25,325.86,325.55,0.0,0.0,B-630542,2025-01-24 19:43:43,LEGACY_ERP,2fda8206
3115,1046,8,,2022-08-27,,,Store,21,53.77,357.36,0.0,0.0,0.0,B-375192,2025-01-09 23:38:59,LEGACY_ERP,a16fa01
3116,1055,4,,2025-03-02,,,Store,11,94.48,160.83,0.0,0.0,0.0,B-606852,2025-01-09 07:28:40,SAP_WMS,b0a1845
3117,1018,4,,2024-11-05,,,Store,15,78.44,209.97,0.0,0.0,0.0,B-954400,2025-01-03 19:05:59,MANUAL_ENTRY,36576d4e
3118,1072,8,,2023-11-12,2023-11-22,,Damaged,19,142.25,411.69,0.0,0.0,0.0,B-331674,2025-01-05 23:11:52,MANUAL_ENTRY,88d463a
3119,1003,1,,2023-10-25,2023-11-03,,Repair,11,57.41,40.92,299.01,0.0,0.0,B-437730,2025-01-18 11:18:02,LEGACY_ERP,34a3a9dd
3120,1072,2,,2025-03-16,,,Store,10,83.39,226.59,0.0,0.0,0.0,B-231790,2025-01-28 21:47:55,LEGACY_ERP,c8fde63
3121,1017,4,,2025-06-03,,,Store,2,94.59,13.3,0.0,0.0,0.0,B-452567,2025-01-08 06:23:56,SAP_WMS,33a2d348
3122,1047,8,,2023-10-05,2023-10-13,,Destroyed,19,227.39,343.32,0.0,0.0,60.44,B-264029,2025-01-17 05:46:45,SAP_WMS,2c00b657
3123,1051,1,,2024-12-11,2024-12-18,,Damaged,16,53.64,316.02,0.0,0.0,0.0,B-628741,2025-01-21 17:09:49,MANUAL_ENTRY,38504d89
3124,1060,4,,2024-08-10,2024-08-19,,Destroyed,14,91.89,146.37,0.0,0.0,116.09,B-709269,2025-01-21 16:46:15,LEGACY_ERP,1e96c7e5
3125,1052,1,,2025-03-11,2025-03-21,,Damaged,19,228.78,151.52,0.0,0.0,0.0,B-451248,2025-01-01 01:43:41,LEGACY_ERP,17b77a89
3126,1046,1,111,2024-06-27,2024-06-29,2024-07-24,Donated,20,84.69,263.91,667.09,1427.76,0.0,B-118054,2025-01-15 19:14:45,SAP_WMS,321a83ba
3127,1018,7,,2023-12-30,,,Warehouse,17,70.11,150.45,0.0,0.0,0.0,B-349143,2025-01-01 10:39:19,MANUAL_ENTRY,afa89dd
3128,1044,7,,2024-10-20,,,Warehouse,15,39.79,209.37,0.0,0.0,0.0,B-677918,2025-01-27 23:50:28,SAP_WMS,17bffd05
3129,1040,2,,2025-04-23,2025-05-03,,Destroyed,18,132.95,257.16,0.0,0.0,59.56,B-418933,2025-01-01 15:21:45,LEGACY_ERP,36e89861
3130,1025,1,,2024-01-17,,,Store,13,90.79,157.26,0.0,0.0,0.0,B-248829,2025-01-14 16:13:55,MANUAL_ENTRY,1db3a754
3131,1004,8,,2025-11-30,2025-12-02,,Destroyed,12,95.67,29.91,0.0,0.0,56.51,B-535586,2025-01-15 05:04:49,SAP_WMS,282ee243
3132,1013,6,,2024-03-05,2024-03-07,,Damaged,18,195.33,253.77,0.0,0.0,0.0,B-292058,2025-01-16 16:59:21,SAP_WMS,22bf5456
3133,1072,3,,2022-08-17,,,Store,24,85.47,391.74,0.0,0.0,0.0,B-333512,2025-01-16 03:30:15,SAP_WMS,213b29a8
3134,1024,1,,2024-12-19,2024-12-29,,Damaged,7,36.26,15.4,0.0,0.0,0.0,B-626238,2025-01-07 13:49:59,MANUAL_ENTRY,ddf4f08
3135,1054,8,,2022-11-28,,,Store,13,145.14,59.19,0.0,0.0,0.0,B-148158,2025-01-13 15:30:23,LEGACY_ERP,2a10737b
3136,1045,8,100,2023-05-14,2023-05-23,2023-05-27,Donated,25,106.11,168.61,342.96,2703.0,0.0,B-790948,2025-01-05 11:00:18,SAP_WMS,1167eb78
